"x","y","region","water","Ash","Basswood","Beech","Birch","Elm","Fir","Hemlock","Hickory","Ironwood","Maple","Oak","Pine","Spruce","Tamarack","Walnut","Other hardwood","Black gum/sweet gum","Cedar/juniper","Poplar/tulip poplar"
877000,574000,"michigan_south",0,0.132292,0.017012,0.3982,0.002104,0.074412,0.000116,0.000464,0.035212,0.02172,0.065836,0.194212,0.000552,0.000168,0.013052,0.003544,0.015828,0.00076,0.000372,0.024144
885000,574000,"michigan_south",0,0.137308,0.018216,0.40478,0.002364,0.076276,0.000128,0.000828,0.03348,0.023816,0.064216,0.168556,0.000696,0.000172,0.017172,0.003084,0.014736,0.001492,0.00058,0.0321
893000,574000,"michigan_south",0,0.12406,0.015968,0.478328,0.001836,0.070132,0.000128,0.00064,0.026596,0.019444,0.051152,0.149324,0.000488,0.000112,0.018688,0.003316,0.012432,0.000864,0.000624,0.025868
901000,574000,"michigan_south",0,0.143824,0.021156,0.338756,0.003004,0.124968,0.000216,0.00082,0.032688,0.02776,0.072084,0.104172,0.000588,0.000248,0.06096,0.004256,0.013012,0.000908,0.000656,0.049924
909000,574000,"michigan_south",0,0.147688,0.031276,0.194392,0.003408,0.12812,0.000328,0.001036,0.040848,0.028956,0.228104,0.090996,0.000696,0.000356,0.035116,0.006272,0.020024,0.001628,0.000976,0.03978
917000,574000,"michigan_south",0,0.1531,0.037584,0.227792,0.0031,0.10642,0.000264,0.000808,0.05242,0.02396,0.123936,0.165112,0.001084,0.000316,0.032892,0.006304,0.0212,0.001048,0.000824,0.041836
925000,574000,"michigan_south",0,0.145384,0.043488,0.224404,0.003404,0.105604,0.000292,0.000924,0.058564,0.020964,0.107584,0.198464,0.000884,0.000288,0.026748,0.006872,0.0217,0.001368,0.000928,0.032136
933000,574000,"michigan_south",0,0.152752,0.056964,0.189188,0.003304,0.109008,0.000216,9e-04,0.059012,0.01846,0.096812,0.2329,0.001136,0.000304,0.018332,0.005896,0.0239,0.001392,0.000852,0.028672
941000,574000,"michigan_south",0,0.200548,0.080788,0.1787,0.003824,0.106344,0.000324,0.0012,0.055228,0.01824,0.088788,0.20408,0.001332,0.000312,0.01308,0.006184,0.021896,0.001168,0.000896,0.017068
949000,574000,"michigan_south",0,0.165444,0.07172,0.089124,0.00358,0.093084,0.000272,0.001104,0.094944,0.016836,0.077548,0.309012,0.001396,0.000324,0.010848,0.005264,0.03612,0.001348,0.000836,0.021196
957000,574000,"michigan_south",0,0.15086,0.056216,0.096384,0.003268,0.089864,0.000292,0.001324,0.088584,0.016392,0.085832,0.333284,0.00198,0.000304,0.011444,0.005432,0.029064,0.00134,0.000828,0.027308
965000,574000,"michigan_south",0,0.136268,0.052164,0.095672,0.003792,0.0942,0.000296,0.001196,0.083748,0.016564,0.091204,0.341432,0.00142,0.000228,0.012168,0.004992,0.024836,0.001588,0.000836,0.037396
973000,574000,"michigan_south",0,0.131088,0.048448,0.099204,0.003604,0.0935,0.000352,0.00114,0.07888,0.018028,0.09604,0.343712,0.002156,0.000304,0.011732,0.005028,0.025084,0.001592,0.000816,0.039292
981000,574000,"michigan_south",26,0.133888,0.045808,0.101404,0.003964,0.08966,0.000336,0.00126,0.075188,0.016968,0.093536,0.352244,0.001356,0.00028,0.011224,0.005348,0.02414,0.001808,0.001228,0.04036
741000,582000,"michigan_south",0,0.037288,0.023508,0.08312,0.001468,0.0259,5.2e-05,0.00022,0.067596,0.012428,0.042216,0.642052,0.000484,0.000112,0.007768,0.003396,0.0239,0.001684,0.00028,0.026528
749000,582000,"michigan_south",0,0.02554,0.015176,0.058152,0.00104,0.020468,4.4e-05,0.00016,0.094284,0.00878,0.032024,0.703376,4e-04,4.8e-05,0.005772,0.002864,0.014628,0.00104,0.00022,0.015984
757000,582000,"michigan_south",0,0.022888,0.009812,0.058288,0.00072,0.018272,1.6e-05,0.000112,0.104608,0.006772,0.026528,0.719068,0.000168,8e-05,0.00454,0.002268,0.011936,0.000748,0.00016,0.013016
765000,582000,"michigan_south",0,0.034444,0.009072,0.07142,0.000904,0.020876,3.2e-05,0.000212,0.107952,0.008304,0.028896,0.687636,0.00032,6.4e-05,0.006044,0.002304,0.009932,0.00072,9.6e-05,0.010772
773000,582000,"michigan_south",0,0.030856,0.004128,0.038532,0.000444,0.010668,2e-05,1e-04,0.090156,0.0042,0.012892,0.7973,6e-05,6e-05,0.002776,8e-04,0.003572,0.000344,6.4e-05,0.003028
781000,582000,"michigan_south",0,0.068768,0.007824,0.1257,0.000936,0.025548,4.8e-05,0.000208,0.02386,0.008564,0.063876,0.654112,0.000304,7.2e-05,0.00444,0.001948,0.006268,0.000492,0.000136,0.006896
789000,582000,"michigan_south",0,0.080696,0.013688,0.225156,0.001576,0.041556,6.8e-05,0.000392,0.042292,0.015416,0.07366,0.457744,0.000376,0.00012,0.009012,0.003036,0.014856,0.001036,0.000208,0.019112
797000,582000,"michigan_south",0,0.078988,0.016296,0.235264,0.001816,0.047896,9.2e-05,0.000632,0.046476,0.019644,0.072808,0.420144,0.000584,1e-04,0.010568,0.003472,0.018684,0.000904,0.000304,0.025328
805000,582000,"michigan_south",0,0.087904,0.017228,0.23402,0.001848,0.051696,1e-04,0.000528,0.045304,0.02064,0.072396,0.407804,4e-04,9.2e-05,0.012252,0.003716,0.019128,0.000856,0.000308,0.02378
813000,582000,"michigan_south",0,0.088004,0.01812,0.240256,0.002296,0.058436,0.000132,0.000444,0.045952,0.022976,0.06814,0.388136,0.000648,0.00012,0.0128,0.003584,0.022912,0.000972,0.000304,0.025768
821000,582000,"michigan_south",0,0.097248,0.016692,0.256296,0.002116,0.064264,0.00012,0.000656,0.042784,0.027816,0.071112,0.3492,0.000368,0.000152,0.01414,0.003644,0.02302,0.000976,0.000292,0.029104
829000,582000,"michigan_south",0,0.101472,0.017476,0.273576,0.002128,0.064044,6.4e-05,4e-04,0.039948,0.026284,0.06584,0.344624,0.000524,0.000188,0.013396,0.003152,0.0205,0.00102,0.000224,0.02514
837000,582000,"michigan_south",0,0.1118,0.016452,0.274564,0.002148,0.068608,7.2e-05,0.00056,0.04086,0.027028,0.070064,0.3234,0.000476,1e-04,0.01446,0.003264,0.021504,0.000756,0.00026,0.023624
845000,582000,"michigan_south",0,0.12424,0.017252,0.288004,0.002264,0.06994,0.000124,0.00046,0.039904,0.02788,0.067036,0.300628,0.00058,0.000192,0.013372,0.003308,0.019812,0.000792,0.000336,0.023876
853000,582000,"michigan_south",0,0.124184,0.017456,0.3152,0.002164,0.070208,0.000212,0.000412,0.036768,0.024152,0.065644,0.284332,0.000744,0.000236,0.010776,0.003676,0.018264,0.00066,0.000352,0.02456
861000,582000,"michigan_south",0,0.141348,0.016224,0.34434,0.002364,0.074812,0.000124,0.000528,0.030172,0.024596,0.065492,0.245388,0.00042,0.000128,0.013268,0.003352,0.014928,0.000636,0.000328,0.021552
869000,582000,"michigan_south",0,0.15364,0.015992,0.3856,0.002172,0.078744,0.000132,0.00066,0.029348,0.025112,0.063284,0.194304,0.000768,0.00022,0.010916,0.003608,0.012264,0.000984,0.000316,0.021936
877000,582000,"michigan_south",0,0.144964,0.017468,0.409428,0.002276,0.074024,0.000132,0.000576,0.032092,0.02062,0.05872,0.183656,0.000588,0.000152,0.013732,0.002976,0.01342,0.000764,0.000708,0.023704
885000,582000,"michigan_south",0,0.145492,0.018436,0.39904,0.002448,0.074604,0.00014,0.000628,0.03196,0.021084,0.059976,0.176084,0.00118,0.000108,0.017188,0.003552,0.014456,0.000928,0.000516,0.03218
893000,582000,"michigan_south",0,0.151192,0.020732,0.385208,0.00262,0.078892,0.000216,0.000912,0.035088,0.023592,0.056696,0.161332,0.000792,0.000168,0.024364,0.003828,0.013968,0.001192,0.000836,0.038372
901000,582000,"michigan_south",0,0.15732,0.023928,0.3315,0.003164,0.097812,0.000216,0.000904,0.037712,0.02648,0.069024,0.133648,0.000788,0.000268,0.039264,0.00504,0.019644,0.001224,0.000616,0.051448
909000,582000,"michigan_south",0,0.167316,0.03318,0.281588,0.003296,0.107256,0.000232,0.001216,0.04212,0.030668,0.094968,0.113064,0.000792,0.000448,0.037916,0.006156,0.025088,0.001284,0.000936,0.052476
917000,582000,"michigan_south",0,0.163044,0.036928,0.257192,0.003196,0.10036,0.000276,0.001028,0.050376,0.028628,0.093548,0.1536,0.000948,0.000264,0.041308,0.006136,0.02074,0.001052,0.000996,0.04038
925000,582000,"michigan_south",0,0.133636,0.04534,0.25442,0.002984,0.105116,3e-04,0.000804,0.056816,0.021984,0.09664,0.198596,0.001184,0.000212,0.027184,0.00648,0.017052,0.000924,0.00078,0.029548
933000,582000,"michigan_south",0,0.127116,0.062604,0.150876,0.003648,0.12154,0.000328,0.000984,0.065712,0.01822,0.105792,0.274648,0.000988,0.00036,0.017824,0.007516,0.018728,0.001272,0.001096,0.020748
941000,582000,"michigan_south",0,0.131856,0.060128,0.101624,0.003364,0.110184,0.000296,0.001088,0.091968,0.016468,0.086216,0.332712,0.001304,0.000324,0.014384,0.006368,0.018292,0.001084,0.001052,0.021288
949000,582000,"michigan_south",0,0.132264,0.05352,0.082576,0.003116,0.095816,0.000336,0.000932,0.097764,0.014432,0.082956,0.37184,0.001696,2e-04,0.011376,0.005056,0.022332,0.00106,0.000688,0.02204
957000,582000,"michigan_south",0,0.13098,0.050628,0.082448,0.003252,0.090688,0.000308,0.001172,0.086404,0.013532,0.077416,0.388716,0.00202,0.00032,0.010164,0.00504,0.025568,0.001216,0.000876,0.029252
965000,582000,"michigan_south",0,0.132892,0.047492,0.089332,0.003756,0.093208,0.000272,0.001312,0.082096,0.01554,0.083608,0.368928,0.001932,0.000356,0.01094,0.004528,0.023352,0.001864,0.00076,0.037832
973000,582000,"michigan_south",0,0.132392,0.04836,0.086488,0.003824,0.089656,0.00032,0.001116,0.076304,0.016104,0.087708,0.37288,0.00174,0.000312,0.011448,0.004516,0.02392,0.001224,0.00088,0.040808
981000,582000,"michigan_south",0,0.136536,0.04854,0.09266,0.004288,0.091084,0.000324,0.001092,0.066252,0.01596,0.092172,0.362824,0.001968,0.000352,0.011088,0.004784,0.02262,0.001852,0.001272,0.044332
717000,590000,"michigan_south",6,0.055596,0.033884,0.09556,0.003724,0.039452,0.000152,0.00054,0.051248,0.014264,0.057,0.530284,0.001484,0.000176,0.010904,0.005644,0.040852,0.002248,0.000472,0.056516
725000,590000,"michigan_south",0,0.055056,0.035236,0.12248,0.003264,0.036392,9.2e-05,0.000596,0.048284,0.014716,0.056136,0.512516,0.001208,0.000196,0.015684,0.005816,0.038476,0.001916,0.000372,0.051564
733000,590000,"michigan_south",0,0.05586,0.034192,0.148772,0.002516,0.032704,1e-04,0.000544,0.04044,0.013948,0.05676,0.510116,0.000668,0.000168,0.016392,0.005172,0.034308,0.002132,0.000448,0.04476
741000,590000,"michigan_south",0,0.05212,0.029984,0.172944,0.002304,0.033684,0.000104,0.000448,0.045956,0.01624,0.063744,0.496388,0.000812,0.000132,0.015984,0.004728,0.027672,0.001348,0.000424,0.034984
749000,590000,"michigan_south",0,0.045636,0.026548,0.161072,0.002132,0.03296,8e-05,0.000432,0.064164,0.014652,0.054672,0.528116,0.000568,0.000108,0.012652,0.004628,0.022272,0.001808,0.000288,0.027212
757000,590000,"michigan_south",0,0.046548,0.019484,0.144844,0.001744,0.032644,1e-04,0.000384,0.081636,0.012564,0.04762,0.55312,0.000712,0.000104,0.012972,0.003828,0.017264,0.001512,0.000212,0.022708
765000,590000,"michigan_south",0,0.052076,0.015672,0.1449,0.001472,0.033448,9.2e-05,0.00042,0.086484,0.012912,0.041196,0.55998,0.000404,1e-04,0.016364,0.003364,0.013956,0.00092,0.000264,0.015976
773000,590000,"michigan_south",0,0.05956,0.012856,0.15556,0.001468,0.042388,8e-05,0.000416,0.087596,0.015452,0.034264,0.538128,0.00032,0.00012,0.03042,0.002824,0.008784,0.000704,0.000224,0.008836
781000,590000,"michigan_south",0,0.090224,0.0149,0.523344,0.001908,0.044148,0.000108,0.00058,0.02742,0.014048,0.081628,0.151336,0.000492,0.000192,0.012356,0.002824,0.010236,0.000932,0.000312,0.023012
789000,590000,"michigan_south",0,0.083948,0.0175,0.320596,0.002028,0.0471,7.2e-05,0.000496,0.039236,0.016136,0.077704,0.3371,0.000668,0.000144,0.014524,0.003104,0.015072,0.00102,0.00024,0.023312
797000,590000,"michigan_south",0,0.081548,0.017716,0.285168,0.00202,0.050424,8.4e-05,0.000484,0.040608,0.017728,0.068856,0.374792,0.000508,0.000188,0.012884,0.00294,0.0176,0.001088,0.000268,0.025096
805000,590000,"michigan_south",0,0.085848,0.018548,0.24882,0.001848,0.054924,9.6e-05,0.00078,0.04054,0.020212,0.066524,0.402368,0.000432,0.000104,0.01252,0.003332,0.018576,0.00074,0.00028,0.023508
813000,590000,"michigan_south",0,0.08606,0.018316,0.244188,0.002368,0.057492,0.000128,0.000504,0.03864,0.021408,0.063648,0.406184,0.000652,0.000156,0.014436,0.003152,0.018288,0.000676,0.000316,0.023388
821000,590000,"michigan_south",0,0.093584,0.017532,0.237092,0.002696,0.06172,7.2e-05,0.000572,0.041824,0.02424,0.06658,0.387388,0.000632,0.000168,0.014488,0.003488,0.020424,0.000808,0.000456,0.026236
829000,590000,"michigan_south",0,0.095516,0.0187,0.25034,0.002716,0.062436,0.000108,0.000608,0.040416,0.02306,0.06368,0.377696,0.000672,0.00022,0.014008,0.002832,0.01926,0.001376,0.000416,0.02594
837000,590000,"michigan_south",0,0.10448,0.01836,0.253784,0.002784,0.066132,0.00016,0.000652,0.03874,0.023932,0.063436,0.364308,0.000584,0.000204,0.013732,0.002792,0.020188,0.000836,0.000504,0.024392
845000,590000,"michigan_south",0,0.122372,0.01906,0.268648,0.002408,0.07138,0.00012,0.000592,0.038704,0.024752,0.063936,0.33112,0.000904,0.000148,0.012632,0.003132,0.01698,0.000988,5e-04,0.021624
853000,590000,"michigan_south",0,0.128296,0.017796,0.301228,0.00248,0.072368,0.000208,0.000436,0.035652,0.021804,0.06118,0.302756,0.000664,0.000204,0.01184,0.00304,0.014532,0.001244,0.00054,0.023732
861000,590000,"michigan_south",0,0.148824,0.017168,0.340808,0.002144,0.073536,0.000176,6e-04,0.027312,0.020628,0.058252,0.263488,9e-04,0.000192,0.009968,0.00284,0.011596,8e-04,0.000504,0.020264
869000,590000,"michigan_south",0,0.188268,0.015068,0.410136,0.002388,0.094012,0.000112,0.000664,0.018384,0.020288,0.055936,0.158968,0.00078,0.000132,0.008304,0.002748,0.009,0.000624,0.000368,0.01382
877000,590000,"michigan_south",0,0.138736,0.016716,0.487544,0.002188,0.065792,6.8e-05,0.000504,0.027284,0.019328,0.047524,0.151984,0.000696,0.000188,0.009904,0.00272,0.0094,0.000672,0.000468,0.018284
885000,590000,"michigan_south",0,0.149004,0.021656,0.385028,0.002784,0.074372,0.00014,0.000812,0.032584,0.020688,0.055468,0.188284,0.00096,0.000176,0.018348,0.003436,0.012208,0.000732,0.000448,0.032872
893000,590000,"michigan_south",0,0.157296,0.02344,0.339288,0.003124,0.080856,0.00014,0.000944,0.03756,0.02388,0.054336,0.183744,0.001004,0.00014,0.02516,0.003684,0.015964,0.000624,0.000752,0.048064
901000,590000,"michigan_south",0,0.171568,0.025832,0.324764,0.002832,0.082324,0.000272,0.000736,0.038288,0.025632,0.055512,0.148448,0.000912,0.000208,0.03252,0.005152,0.021304,0.00082,0.000804,0.062072
909000,590000,"michigan_south",0,0.20592,0.03322,0.364588,0.003612,0.088548,0.000324,0.000956,0.027652,0.032008,0.049144,0.056512,0.000768,0.000328,0.028632,0.006096,0.039612,0.00106,0.000924,0.060096
917000,590000,"michigan_south",0,0.204224,0.03102,0.289232,0.003212,0.074916,0.000236,0.001268,0.047624,0.028792,0.05026,0.14098,0.000736,0.000228,0.071612,0.0057,0.016084,0.001096,0.00082,0.03196
925000,590000,"michigan_south",0,0.108336,0.039176,0.3919,0.002644,0.0933,0.000196,0.000884,0.043112,0.0185,0.069752,0.168184,0.000948,0.000168,0.02554,0.005556,0.010612,0.00072,0.00068,0.019792
933000,590000,"michigan_south",0,0.0814,0.08636,0.089644,0.003592,0.156,0.000388,0.000968,0.055888,0.015032,0.122768,0.337196,0.00076,3e-04,0.015768,0.009412,0.011224,0.000956,0.000844,0.0115
941000,590000,"michigan_south",0,0.074884,0.037612,0.03994,0.002048,0.093964,0.00024,0.000696,0.110376,0.009568,0.061856,0.534416,0.00068,0.00026,0.00838,0.003764,0.008844,0.000612,0.000628,0.011232
949000,590000,"michigan_south",0,0.108064,0.044272,0.057768,0.002604,0.092456,0.000252,0.000848,0.103728,0.01224,0.071464,0.455648,0.001216,0.000264,0.010084,0.004652,0.013628,0.001092,0.000768,0.018952
957000,590000,"michigan_south",0,0.116472,0.046908,0.06646,0.00288,0.087732,3e-04,0.001012,0.09152,0.012108,0.073116,0.434912,0.001284,0.000324,0.010588,0.004444,0.01764,0.001168,0.000984,0.030148
965000,590000,"michigan_south",0,0.122204,0.047048,0.07314,0.003252,0.091308,0.000312,0.001204,0.085736,0.01388,0.082664,0.401,0.001524,0.000448,0.010876,0.004268,0.019932,0.00196,0.000836,0.038408
973000,590000,"michigan_south",0,0.124332,0.04994,0.071468,0.003384,0.089876,3e-04,0.001192,0.073616,0.013344,0.090452,0.39842,0.001328,0.000384,0.00976,0.004052,0.020576,0.001444,0.000856,0.045276
981000,590000,"michigan_south",0,0.136288,0.048368,0.076528,0.003748,0.097276,4e-04,0.0014,0.067872,0.014484,0.09234,0.36872,0.001756,4e-04,0.010584,0.00406,0.02128,0.00122,0.001036,0.05224
989000,590000,"michigan_south",28,0.129728,0.04684,0.084296,0.004032,0.091236,3e-04,0.001784,0.062528,0.014976,0.093416,0.382688,0.001836,0.000304,0.009736,0.004308,0.020844,0.000968,0.000852,0.049328
725000,598000,"michigan_south",1,0.066064,0.044592,0.166472,0.004372,0.039632,0.00012,0.000628,0.033328,0.016568,0.066292,0.425384,0.001472,0.000252,0.020264,0.007092,0.048092,0.001912,0.000584,0.05688
733000,598000,"michigan_south",0,0.068384,0.04422,0.21654,0.002892,0.02844,0.000124,0.000532,0.014164,0.012564,0.060692,0.440136,0.000704,0.000108,0.030872,0.005432,0.035448,0.001144,0.000404,0.0372
741000,598000,"michigan_south",0,0.068076,0.04264,0.394072,0.003244,0.040504,0.000164,0.000708,0.017564,0.020284,0.099616,0.224892,0.000856,0.000184,0.025112,0.00502,0.020276,0.001236,6e-04,0.034952
749000,598000,"michigan_south",0,0.064536,0.033472,0.27556,0.002876,0.042632,0.000136,0.00084,0.038268,0.018192,0.074588,0.366032,0.00102,0.000128,0.022536,0.004916,0.02114,0.001848,0.000352,0.030928
757000,598000,"michigan_south",0,0.066724,0.029824,0.239608,0.002528,0.044016,9.2e-05,0.000844,0.051228,0.017824,0.069368,0.398672,0.001276,0.000216,0.023092,0.004268,0.022904,0.00158,0.000452,0.025484
765000,598000,"michigan_south",0,0.070316,0.0257,0.247188,0.0025,0.04606,8e-05,0.00074,0.061264,0.017264,0.06032,0.397724,0.00074,0.000252,0.024384,0.004344,0.018972,0.001184,0.000384,0.020584
773000,598000,"michigan_south",0,0.074348,0.022416,0.266636,0.002564,0.051556,0.000144,0.000784,0.058976,0.018704,0.05936,0.377836,0.000936,0.000292,0.025944,0.003572,0.015568,0.001336,0.00044,0.018588
781000,598000,"michigan_south",0,0.083388,0.022788,0.342728,0.002516,0.051536,0.000176,0.000776,0.039676,0.01822,0.070504,0.29926,0.000764,0.000208,0.021592,0.003392,0.014496,0.00116,0.000512,0.026308
789000,598000,"michigan_south",0,0.080116,0.021404,0.30938,0.00236,0.049656,7.6e-05,0.000704,0.034092,0.015336,0.074488,0.347872,0.001024,0.000244,0.020124,0.00324,0.01592,0.001004,0.00034,0.02262
797000,598000,"michigan_south",0,0.07692,0.022528,0.2784,0.002276,0.051164,0.000116,0.000696,0.033876,0.016292,0.069312,0.387912,0.000824,0.000128,0.016676,0.002836,0.016784,0.00086,0.000284,0.022116
805000,598000,"michigan_south",0,0.076984,0.020196,0.243804,0.002352,0.05288,0.00012,0.000712,0.035036,0.017052,0.06384,0.428744,0.000776,0.00012,0.015684,0.002792,0.016388,0.00076,0.000396,0.021364
813000,598000,"michigan_south",0,0.083208,0.019268,0.22568,0.002636,0.054384,0.000208,0.000952,0.033812,0.019476,0.056916,0.447872,0.000352,0.00012,0.014172,0.00266,0.015984,0.000792,0.000416,0.021092
821000,598000,"michigan_south",0,0.086336,0.019144,0.23474,0.002788,0.060468,0.000108,0.000816,0.036272,0.019104,0.057,0.425364,0.000556,0.000176,0.013688,0.002764,0.0196,0.000808,0.000288,0.01998
829000,598000,"michigan_south",0,0.092912,0.017648,0.231824,0.002696,0.056988,0.000112,0.000584,0.033644,0.019356,0.059356,0.426016,0.000744,0.000156,0.014432,0.002948,0.017036,0.001308,0.000464,0.021776
837000,598000,"michigan_south",0,0.098716,0.018964,0.230396,0.002772,0.06166,0.000148,0.00052,0.034348,0.020052,0.057224,0.41716,0.000824,0.000208,0.014756,0.002708,0.0177,0.001124,0.000412,0.020308
845000,598000,"michigan_south",0,0.113452,0.018612,0.238844,0.002584,0.064412,0.000128,0.000552,0.03274,0.020888,0.059292,0.39306,0.000732,0.000148,0.014736,0.002576,0.01358,0.00112,0.000376,0.022168
853000,598000,"michigan_south",0,0.131756,0.017832,0.258796,0.002636,0.064488,0.000144,0.000528,0.034048,0.019884,0.0585,0.359376,0.000916,0.000216,0.013476,0.002516,0.0126,0.00074,0.000392,0.021156
861000,598000,"michigan_south",0,0.146236,0.01624,0.27424,0.002232,0.059872,0.000152,0.000564,0.02566,0.020936,0.053428,0.358828,0.000692,0.000144,0.009848,0.002392,0.010128,0.000996,0.000536,0.016876
869000,598000,"michigan_south",0,0.13962,0.009936,0.261036,0.001508,0.043892,6.8e-05,0.000376,0.011164,0.01554,0.031504,0.46678,0.00046,8.8e-05,0.00448,0.0012,0.004292,0.000472,0.00026,0.007324
877000,598000,"michigan_south",0,0.1666,0.024492,0.36312,0.002292,0.0571,0.000124,0.000704,0.041428,0.020308,0.048212,0.229832,0.001052,0.000244,0.011328,0.00302,0.008812,0.00076,0.000508,0.020064
885000,598000,"michigan_south",0,0.153012,0.023892,0.310332,0.003028,0.06974,0.000144,0.001056,0.038996,0.022528,0.0564,0.244268,0.001492,0.00016,0.01818,0.003808,0.011944,0.000708,0.000616,0.039696
893000,598000,"michigan_south",0,0.15712,0.024416,0.299028,0.003088,0.071088,0.00018,0.001088,0.039864,0.022276,0.051528,0.232152,0.001024,0.000272,0.028808,0.004104,0.0137,0.000936,0.001016,0.048312
901000,598000,"michigan_south",0,0.168004,0.024188,0.271904,0.002896,0.070784,0.00016,0.000956,0.03872,0.023432,0.054644,0.213348,0.000788,0.000188,0.031828,0.005896,0.016424,0.001092,0.000712,0.074036
909000,598000,"michigan_south",0,0.211304,0.022804,0.21858,0.0031,0.058484,0.000236,0.000896,0.035604,0.02158,0.047536,0.174312,0.000728,0.000212,0.036864,0.008564,0.012316,0.000892,0.000816,0.145172
917000,598000,"michigan_south",0,0.1318,0.023012,0.252548,0.002328,0.064504,2e-04,0.000772,0.031616,0.017284,0.042964,0.245504,0.000796,0.00018,0.07866,0.004848,0.0096,0.000924,0.000704,0.091756
925000,598000,"michigan_south",0,0.123644,0.035564,0.15474,0.002952,0.116404,0.000232,0.001052,0.05338,0.01736,0.0792,0.322732,0.001068,0.000268,0.037072,0.005444,0.010648,0.000944,0.000752,0.036544
933000,598000,"michigan_south",0,0.091128,0.03532,0.024624,0.002464,0.180136,0.000296,0.000828,0.0507,0.009824,0.121688,0.44344,0.000544,0.000208,0.017528,0.004184,0.006972,0.000728,0.000552,0.008836
941000,598000,"michigan_south",0,0.085564,0.024932,0.022452,0.00198,0.080552,0.000144,0.000432,0.073088,0.00784,0.068296,0.605156,0.000588,0.000124,0.0079,0.00296,0.006664,0.00062,0.000468,0.01024
949000,598000,"michigan_south",0,0.104048,0.037604,0.042044,0.00248,0.096184,0.000216,0.00082,0.091696,0.011876,0.075616,0.485164,0.001088,0.000332,0.010308,0.004072,0.013932,0.000736,0.000676,0.021108
957000,598000,"michigan_south",0,0.112836,0.043268,0.053344,0.003048,0.093076,0.000316,0.000908,0.09674,0.012704,0.073076,0.44524,0.0014,0.000336,0.010388,0.003988,0.016028,0.000876,0.001188,0.03124
965000,598000,"michigan_south",0,0.120512,0.046536,0.059904,0.003332,0.090844,0.000408,9e-04,0.094836,0.013996,0.075448,0.420256,0.001568,0.000372,0.0092,0.004012,0.015664,0.001576,0.000896,0.03974
973000,598000,"michigan_south",0,0.125612,0.048296,0.064564,0.003432,0.086524,0.000412,0.001088,0.070136,0.01266,0.083436,0.418516,0.001868,0.000172,0.008616,0.003052,0.018012,0.00114,0.000868,0.051596
981000,598000,"michigan_south",0,0.133592,0.048032,0.065104,0.003668,0.087248,3e-04,0.001336,0.063188,0.013164,0.082028,0.414664,0.002192,0.000404,0.00848,0.003932,0.017092,0.001036,0.000756,0.053784
989000,598000,"michigan_south",0,0.132556,0.048348,0.071144,0.003756,0.089352,0.000412,0.001496,0.057032,0.014972,0.092376,0.398388,0.001848,0.00032,0.009716,0.00368,0.017736,0.0014,0.001188,0.05428
997000,598000,"michigan_south",36,0.133092,0.049072,0.080092,0.004268,0.09282,0.000476,0.001448,0.057484,0.014116,0.093888,0.387064,0.002172,0.000284,0.00998,0.0035,0.01716,0.001528,0.001116,0.05044
725000,606000,"michigan_south",35,0.072132,0.05134,0.236544,0.00522,0.047244,0.000188,0.00098,0.028624,0.018984,0.069872,0.300128,0.00228,0.00032,0.019408,0.008464,0.06254,0.001768,0.000796,0.073168
733000,606000,"michigan_south",0,0.068028,0.057676,0.408788,0.004364,0.04184,0.000176,0.000968,0.012884,0.020588,0.06654,0.09214,0.001104,0.000372,0.014412,0.010552,0.107492,0.001532,0.00082,0.089724
741000,606000,"michigan_south",0,0.080336,0.045044,0.528596,0.00316,0.03806,9.6e-05,0.00076,0.012272,0.014456,0.04886,0.161616,0.00088,0.000216,0.012832,0.005428,0.023836,0.000784,0.000536,0.022232
749000,606000,"michigan_south",0,0.078792,0.042888,0.363264,0.003392,0.045956,0.000168,0.001012,0.029104,0.018164,0.074608,0.256728,0.001296,0.000404,0.021268,0.005548,0.024096,0.0016,0.000612,0.0311
757000,606000,"michigan_south",0,0.079756,0.038832,0.304456,0.003304,0.049688,0.000164,0.000932,0.036724,0.019016,0.079112,0.30146,0.001516,0.00036,0.026508,0.005336,0.022668,0.00178,6e-04,0.027788
765000,606000,"michigan_south",0,0.0789,0.034996,0.29924,0.003072,0.051992,0.00018,0.001,0.041536,0.0188,0.073468,0.316872,0.001144,0.000276,0.026952,0.004892,0.019804,0.001804,0.000664,0.024408
773000,606000,"michigan_south",0,0.081904,0.031948,0.302872,0.003292,0.054852,0.000144,0.001044,0.040848,0.018492,0.07104,0.322264,0.001372,0.000256,0.025696,0.00368,0.016716,0.001284,0.000444,0.021852
781000,606000,"michigan_south",0,0.080732,0.029056,0.316352,0.003224,0.057096,0.000144,0.000996,0.038052,0.018104,0.074024,0.312448,0.00094,0.000244,0.023716,0.003528,0.017,0.000852,0.00038,0.023112
789000,606000,"michigan_south",0,0.081392,0.027072,0.289912,0.002896,0.054972,0.000116,0.00092,0.032508,0.017768,0.078264,0.346196,0.000904,0.000132,0.024088,0.003788,0.016556,0.001212,0.00044,0.020864
797000,606000,"michigan_south",0,0.076176,0.024924,0.26558,0.003024,0.053712,0.000108,0.000828,0.029672,0.01614,0.07154,0.397516,0.001404,0.000132,0.020532,0.00304,0.0153,0.001044,0.000404,0.018924
