# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_pl_bigC_model
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 75
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_mid_comp_v0.1_pl_bigC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,gamma,a,b
-6166.32,0.956315,0.0349814,2,0,54.5564,23.636,161.136,45.3411,38.9465,16.4423,59.6765,14.9275,71.5441,218.497,63.1759,8.43333,0.0810688,0.016733,2.00042
-6168.83,0.787253,0.0349814,2,0,46.1544,27.1487,159.369,50.3584,38.2432,16.8864,60.1309,16.5647,72.9748,222.784,70.0309,9.58968,0.0782429,0.0142811,2.00052
-6165.82,0.672363,0.0349814,2,0,61.8971,32.2279,163.898,45.1151,41.6698,17.2679,57.3017,15.3342,72.4574,218.083,66.0237,9.04925,0.096908,0.0171042,2.00044
-6167.86,0.835428,0.0349814,2,0,56.6853,31.6594,161.542,46.3305,37.6173,18.0517,56.2528,16.1928,73.6411,216.368,73.7454,8.49523,0.103912,0.0147604,2.00036
-6163.26,0.916102,0.0349814,5,0,56.8052,30.1784,162.254,46.3395,38.4831,17.6513,57.6526,16.4396,74.0763,219.352,73.8789,8.98085,0.0558813,0.0108295,2.00408
-6166.44,0.749726,0.0349814,2,0,57.4272,27.8187,163.091,47.5586,39.1731,18.2783,56.8369,16.1222,67.0461,219.472,72.5748,8.96093,0.0587229,0.011834,2.00391
-6164.77,0.94776,0.0349814,2,0,53.4614,28.5447,155.566,44.3946,39.4078,16.6886,57.5562,17.6032,73.8717,214.114,60.5193,8.32682,0.0846555,0.0128338,2.00396
-6163.97,1,0.0349814,2,0,55.2632,27.8071,151.067,44.9308,37.4681,17.1985,53.6274,16.5062,64.6724,202.046,63.8177,8.40265,0.0800588,0.0163204,2.00365
-6170.11,0.816098,0.0349814,2,0,52.1942,29.5293,145.191,43.4184,37.8505,15.4735,53.3837,14.2486,70.6138,199.104,58.2681,7.32848,0.10148,0.0139127,2.00303
-6168.81,0.983937,0.0349814,2,0,56.4533,30.5117,148.757,43.2637,42.8908,17.3989,52.3298,14.2783,65.7147,197.663,63.2811,7.48647,0.102883,0.0145594,2.00293
-6163.36,0.947802,0.0349814,2,0,48.5819,34.3029,155.707,44.6218,40.7318,16.5904,55.6077,15.2055,70.2836,210.85,70.7197,7.92132,0.0844948,0.015942,2.00304
-6163.36,0.620147,0.0349814,2,0,48.5819,34.3029,155.707,44.6218,40.7318,16.5904,55.6077,15.2055,70.2836,210.85,70.7197,7.92132,0.0844948,0.015942,2.00304
-6163.36,0.663023,0.0349814,2,0,48.5819,34.3029,155.707,44.6218,40.7318,16.5904,55.6077,15.2055,70.2836,210.85,70.7197,7.92132,0.0844948,0.015942,2.00304
-6165.91,0.789763,0.0349814,2,0,58.572,27.4755,153.146,46.1278,37.7994,16.5265,56.8293,17.5388,72.6422,210.058,59.6491,9.12334,0.0770722,0.0125282,2.00264
-6163.96,0.98784,0.0349814,2,0,50.3172,29.766,163.464,45.2828,42.4692,16.9815,57.872,14.1284,69.9509,219.076,65.0082,9.02903,0.0731051,0.0138292,2.00255
-6164.66,0.796086,0.0349814,2,0,60.1663,29.1673,163.717,48.2105,39.345,17.4319,58.3625,18.9701,73.6844,228.348,72.2217,8.64982,0.0666607,0.0115519,2.00274
-6163.45,0.695518,0.0349814,3,0,51.1704,27.4181,155.58,45.5815,41.9904,16.5304,57.1823,14.1096,71.7662,218.943,68.2136,8.43749,0.0763263,0.0152758,2.00199
-6165.4,0.688809,0.0349814,2,0,60.9682,28.4392,168.624,47.9784,38.5952,17.9209,57.0906,18.4244,71.7086,224.367,68.9297,8.00349,0.0853593,0.0140656,2.00213
-6167.32,0.801172,0.0349814,2,0,53.255,29.0536,166.972,41.768,42.5802,15.1427,60.4994,16.3255,75.1909,220.988,70.1952,8.21618,0.0821236,0.013361,2.00233
-6164.54,0.994429,0.0349814,4,0,51.6579,33.8132,152.647,46.0028,39.3459,14.6099,52.9741,15.6818,65.8192,208.799,69.2023,8.45072,0.0701495,0.0156951,2.02669
-6162.13,0.813051,0.0349814,1,0,51.1082,33.1892,148.996,42.0681,36.8828,16.5003,53.5161,15.0091,69.9916,210.758,61.8989,8.41318,0.0763458,0.0147711,2.02737
-6162.05,0.845395,0.0349814,2,0,52.0681,33.5423,150.395,44.76,38.1159,16.4257,57.1225,15.3302,69.2931,211.72,59.3939,8.53494,0.0783767,0.0147205,2.02776
-6164.04,0.776244,0.0349814,2,0,52.9854,28.5625,153.2,44.8793,35.4813,16.3746,57.5817,15.6338,71.998,208.592,63.6854,9.82875,0.0823446,0.0178768,2.02784
-6165.25,0.939211,0.0349814,5,0,63.4377,30.772,172.939,53.2181,44.7639,17.7995,60.5226,18.0276,75.9813,235.357,72.0178,8.12327,0.0779473,0.0131448,2.00659
-6163.08,0.978604,0.0349814,3,0,61.9404,31.0376,174.185,49.7235,41.8621,17.6116,63.9023,16.848,77.6013,232.748,72.1212,8.99138,0.0862479,0.0142643,2.00659
-6164.29,0.817798,0.0349814,4,0,53.1688,31.841,160.279,45.3604,38.1012,18.0818,58.6403,15.3255,73.1964,212.175,69.7175,8.42604,0.0527307,0.0105016,2.01047
-6166.65,0.502649,0.0349814,2,0,58.432,32.581,161.694,45.4727,41.2873,15.2373,54.4161,16.3489,71.2266,216.692,66.6081,7.96575,0.0593825,0.0098799,2.00981
-6166.03,0.992933,0.0349814,2,0,50.7337,28.2108,159.927,47.0685,40.2761,18.9829,57.6068,16.7473,77.4105,221.348,68.664,7.90377,0.0537136,0.01255,2.00859
-6163.59,0.854504,0.0349814,1,0,54.9632,28.5641,162.19,46.6555,39.5214,18.5413,61.0363,17.1479,74.7928,220.676,67.7268,7.79235,0.0544849,0.0119364,2.00826
-6166.3,0.923126,0.0349814,5,0,53.9845,25.9992,158.138,45.4934,37.4378,17.5345,54.9558,15.5845,74.6035,208.499,66.2272,7.30329,0.071438,0.0127517,2.00111
-6161.94,0.986341,0.0349814,5,0,53.9309,31.6076,156.543,46.2489,37.1754,17.8138,56.736,15.6817,71.3263,217.479,68.7257,7.70266,0.0822242,0.0133656,2.02071
-6166.65,0.936226,0.0349814,2,0,55.0988,22.3316,171.824,50.0944,45.5673,16.9327,60.1119,17.8442,76.6465,232.199,69.8052,8.51324,0.1028,0.0208723,2.0205
-6166.65,0.805546,0.0349814,1,0,55.0988,22.3316,171.824,50.0944,45.5673,16.9327,60.1119,17.8442,76.6465,232.199,69.8052,8.51324,0.1028,0.0208723,2.0205
-6169.82,0.561249,0.0349814,2,0,55.0282,23.3672,167.055,48.2936,40.0707,20.1202,56.1234,16.6233,77.4786,227.252,67.6356,8.50199,0.113951,0.0202249,2.02064
-6170.07,0.923838,0.0349814,1,0,55.4266,23.4109,169.006,49.0509,40.2275,19.1085,56.4997,16.5314,79.6776,227.743,68.4542,8.29411,0.11488,0.0202487,2.02
-6167.87,0.946627,0.0349814,4,0,53.92,34.838,143.909,43.2636,36.7746,14.8948,49.3691,14.2546,64.2009,200.147,60.7262,7.42294,0.0594026,0.0160203,2.06378
-6165.24,0.988418,0.0349814,4,0,55.9255,37.0806,157.778,50.4526,45.1571,16.5673,61.6427,17.0827,75.5016,222.016,69.6991,8.83351,0.0719728,0.0134347,2.01374
-6164.85,0.956488,0.0349814,2,0,55.6727,40.1877,164.416,50.4848,40.6146,18.4707,57.6583,14.6565,71.1225,226.264,67.441,9.28013,0.067561,0.0138705,2.01435
-6167.72,0.795883,0.0349814,2,0,58.2904,42.0368,171.412,43.1572,42.6047,17.9419,60.6307,15.0868,76.6476,230.445,63.3908,9.31672,0.0745154,0.0156226,2.01651
-6170.78,0.712659,0.0349814,1,0,53.5341,42.9632,175.98,42.812,43.1685,18.5426,59.8972,14.6228,74.8656,231.576,64.9578,9.82738,0.0799153,0.0137179,2.01497
-6172.53,0.977766,0.0349814,2,0,55.6711,47.5773,158.516,54.3694,38.6183,16.1322,58.0391,18.6357,72.9781,223.498,72.7033,8.06466,0.0863865,0.0161704,2.01309
-6167.55,1,0.0349814,2,0,58.6382,42.1759,162.979,40.971,43.8395,18.0506,55.9424,16.2408,71.5317,213.271,67.5106,8.25047,0.0790523,0.0135173,2.0145
-6167.12,0.887334,0.0349814,4,0,54.7058,20.1076,165.764,51.868,38.8383,15.4257,57.7568,15.2012,71.1819,222.652,68.9482,8.54089,0.0727511,0.0131975,2.00597
-6169.03,0.979473,0.0349814,3,0,56.2433,40.5928,157.349,49.8752,34.2601,15.657,57.7589,16.7838,72.8472,209.161,60.3675,8.13116,0.0861621,0.0143211,2.01162
-6165.87,0.835259,0.0349814,2,0,59.6776,35.7824,155.526,45.8623,34.6792,16.4673,54.8374,16.7789,73.2523,217.103,61.6477,8.62027,0.0793453,0.014079,2.01237
-6167.18,0.768209,0.0349814,1,0,53.6267,38.6978,161.408,47.6301,33.7288,16.729,60.0183,17.7125,68.8926,216.293,68.5986,8.40718,0.0782418,0.0143666,2.01172
-6168.63,0.998045,0.0349814,4,0,56.1341,24.5296,159.612,49.8976,34.9151,16.7791,54.9724,18.1912,73.2726,222.65,71.8318,8.05528,0.0589655,0.012236,2.00503
-6165.54,0.997494,0.0349814,2,0,57.3642,23.6912,165.988,47.9801,37.2391,17.4883,59.9607,16.6552,70.0214,223.453,68.9027,8.39794,0.0518215,0.0114696,2.0051
-6166.18,0.947415,0.0349814,2,0,49.542,23.6159,154.041,44.9061,42.4588,16.2321,56.4924,15.4828,66.121,216.311,66.0933,8.09639,0.0591589,0.0116162,2.00463
-6165.9,1,0.0349814,2,0,58.6101,22.604,160.094,47.9596,40.5459,17.6324,58.282,16.4593,75.3529,212.497,63.8584,8.73135,0.0646351,0.0115919,2.00475
-6163.67,1,0.0349814,3,0,52.88,36.9581,171.005,50.7891,38.95,18.1957,61.8241,16.6115,76.1786,231.724,74.2152,8.4173,0.0682237,0.0135891,2.0052
-6167.01,0.812174,0.0349814,2,0,49.3785,38.5694,172.627,50.3814,38.9495,17.1941,61.838,15.987,77.5897,229.428,69.6768,8.1452,0.075448,0.0121332,2.00488
-6164.39,0.769851,0.0349814,2,0,58.9848,41.1106,167.253,45.9757,40.0881,16.8952,57.6303,17.3048,74.6117,224.663,68.1326,7.41767,0.0718111,0.013023,2.00453
-6163.41,0.940172,0.0349814,3,0,56.1455,25.3065,157.698,44.3422,36.9346,15.6887,54.5957,14.8912,70.7049,216.055,65.3306,7.9834,0.0971055,0.0180715,2.00562
-6167.62,0.661077,0.0349814,2,0,52.5699,36.4,157.536,47.905,46.0168,16.894,54.9574,16.9472,74.3308,209.692,65.3155,8.86187,0.0791435,0.012683,2.00489
-6166.57,0.91546,0.0349814,2,0,53.9639,25.1276,162.61,43.6217,35.9051,16.9213,57.5677,15.0635,78.2655,220.894,70.2148,8.67704,0.0789501,0.0143329,2.00424
-6162.4,0.961717,0.0349814,2,0,57.3882,26.6608,159.703,42.8801,37.2235,16.7329,57.8921,16.1974,73.5564,219.654,70.4178,8.78664,0.0798229,0.0145628,2.00399
-6163.78,0.848596,0.0349814,1,0,48.5165,24.0374,163.455,49.62,38.1135,16.9599,58.1836,15.5973,72.0177,219.83,68.5999,8.00452,0.0772594,0.0145034,2.00417
-6167.9,0.858658,0.0349814,2,0,57.1124,23.8253,149.082,40.7789,39.3989,14.7527,53.6356,15.1891,68.498,210.417,58.8307,9.26119,0.069412,0.014404,2.00382
-6163.8,0.911325,0.0349814,2,0,50.4333,26.6607,150.709,48.3075,37.6915,17.7145,54.4051,16.9003,69.5646,211.039,66.4588,7.93885,0.0622974,0.0128902,2.00409
-6168.53,0.855656,0.0349814,3,0,59.9948,25.7575,155.454,48.4729,42.2144,16.9924,58.6817,16.6638,71.347,213.913,68.6841,9.26019,0.0415028,0.0109309,2.00295
-6171.02,0.980486,0.0349814,2,0,49.8379,30.2571,159.512,43.5044,34.9083,16.1842,58.3801,14.8253,71.8975,220.458,62.2043,6.68668,0.0393134,0.0103451,2.00235
-6165.25,0.907658,0.0349814,2,0,55.6943,32.3065,161.323,46.4019,41.5047,16.5535,55.9278,14.0725,69.7418,217.88,65.9522,8.29839,0.044531,0.0110689,2.0023
-6166.96,0.876228,0.0349814,2,0,58.7311,35.0231,163.164,46.9807,39.3542,17.5742,57.8616,16.7622,69.3486,218.426,64.3302,7.36773,0.0413275,0.0104271,2.00227
-6164.94,0.990098,0.0349814,2,0,51.627,29.5642,155.041,45.8526,36.4959,15.6028,58.1752,15.1527,71.826,220.66,70.4058,7.8974,0.055033,0.0110723,2.00248
-6168.56,0.8447,0.0349814,2,0,60.2532,36.6133,161.25,46.0678,42.5556,18.5545,58.3676,16.3653,71.8713,217.073,68.6335,6.50062,0.0593594,0.0121677,2.00211
-6162.54,0.627812,0.0349814,3,0,53.9348,31.4826,165.348,48.0604,39.771,17.2497,57.7564,14.6221,75.4374,221.224,66.7395,7.79267,0.0715295,0.0129105,2.00265
-6161.48,1,0.0349814,2,0,55.8485,30.9033,162.975,45.2641,40.9421,17.0775,59.1175,18.0766,74.1687,221.798,67.6821,9.07546,0.0670867,0.0129176,2.00295
-6162.18,0.920635,0.0349814,5,0,54.5552,33.3424,165.506,46.3177,39.0395,17.9122,59.763,17.2877,72.1331,228.956,70.287,9.67214,0.0610533,0.0132132,2.01466
-6162.05,0.734898,0.0349814,2,0,54.6399,36.5391,153.476,45.3448,40.181,16.3257,56.493,15.0961,68.7539,215.689,64.3159,7.80585,0.0616633,0.0118991,2.01505
-6165.49,0.768861,0.0349814,3,0,52.2828,31.1674,155.982,45.8991,38.6465,16.9306,58.8012,17.0336,73.715,214.326,67.8732,9.60536,0.0400698,0.0102466,2.01781
-6168.32,0.761029,0.0349814,4,0,53.2793,31.1513,167.747,41.772,42.1021,16.6,60.2511,17.5207,74.115,219.925,75.9625,9.83473,0.081828,0.0177307,2.05789
-6166.48,0.912157,0.0349814,2,0,50.3718,30.9155,161.914,50.1034,39.4569,15.8719,58.8818,15.9172,74.2228,227.445,66.1356,8.66792,0.0925291,0.0163966,2.07438
-6164.7,1,0.0349814,2,0,54.4668,32.9385,164.297,47.5207,40.1503,17.1375,58.4139,16.1982,71.7374,214.409,73.5823,8.16783,0.080184,0.0198211,2.08575
-6165.5,0.969512,0.0349814,2,0,54.3591,25.0059,150.166,43.6698,37.2097,15.7351,55.7398,17.2118,70.4372,212.613,58.5711,7.33092,0.0919008,0.0191458,2.08957
-6165.19,0.964647,0.0349814,3,0,52.3632,25.698,157.281,46.6177,40.1331,16.7403,57.192,14.5497,73.1741,219.169,69.3661,9.2948,0.0547361,0.0145455,2.08892
-6165.12,0.724664,0.0349814,3,0,55.4097,33.668,149.639,46.3299,38.0825,16.9085,58.772,17.3215,70.4553,214.949,63.3914,7.93898,0.0681945,0.0183169,2.1112
-6162.84,1,0.0349814,2,0,52.0874,32.6975,155.478,43.9367,36.517,16.8026,55.0448,15.8179,68.1676,206.575,65.5317,7.72789,0.0701301,0.01723,2.10318
-6163.92,0.818407,0.0349814,4,0,59.6878,29.2126,169.25,46.6188,43.1083,16.4295,60.9285,15.6834,74.0243,224.88,69.5589,8.0008,0.100078,0.0220066,2.08153
-6165.55,0.79685,0.0349814,3,0,51.9905,25.1879,150.237,40.4856,37.8195,14.7859,52.479,15.2404,69.2361,201.106,62.1446,7.81981,0.0981329,0.0227685,2.14596
-6168.04,0.618597,0.0349814,2,0,54.5573,30.9329,153.762,47.9798,39.8489,18.5359,52.4734,16.769,70.4149,205.513,65.3398,9.01516,0.0981145,0.0236815,2.13311
-6167.36,0.989077,0.0349814,2,0,52.1595,30.0143,157.162,40.4982,41.2552,14.9196,55.5476,14.567,69.6061,214.948,67.8186,8.74887,0.102128,0.0230231,2.14938
-6168.72,0.959729,0.0349814,3,0,56.9737,34.4837,167.632,51.728,37.335,19.0204,60.039,18.0141,74.9982,228.186,66.3039,7.22948,0.101305,0.0214562,2.1146
-6165.74,0.827853,0.0349814,2,0,57.8604,29.6419,167.929,45.0586,44.2446,15.2988,60.0784,16.7059,76.9388,225.738,71.9402,7.87497,0.0890596,0.0203143,2.07774
-6164.16,0.979242,0.0349814,1,0,60.5287,31.2997,167.206,46.5436,41.98,15.9556,60.5704,16.3149,75.336,227.691,73.4528,7.70285,0.08779,0.0201728,2.07778
-6164.89,0.836874,0.0349814,2,0,56.0014,35.2859,164.75,47.2944,39.9187,17.0213,57.7289,15.106,72.6847,228.53,70.1481,9.79771,0.0809497,0.0207405,2.07491
-6165.31,0.81407,0.0349814,2,0,55.8258,34.4766,166.932,49.353,40.6412,15.6217,61.3096,16.3456,78.0167,234.874,65.3892,9.44593,0.068842,0.0157011,2.07951
-6162.58,0.870412,0.0349814,2,0,54.9405,37.925,164.712,50.3984,40.5629,16.7704,58.6697,16.5179,73.6078,226.683,70.0891,7.78482,0.0737185,0.0171347,2.07141
-6163.4,0.753167,0.0349814,2,0,55.6858,36.7009,165.905,48.0283,41.4963,18.0986,61.9936,16.1274,73.6531,226.784,73.7476,8.33977,0.0780979,0.0166044,2.08192
-6166.32,0.970192,0.0349814,2,0,58.7285,36.5501,170.805,49.3338,39.6719,17.1482,59.1086,17.2739,78.195,231.468,67.9026,7.0664,0.0746886,0.016168,2.07698
-6162.84,0.903812,0.0349814,3,0,53.0844,27.9211,158.698,45.5454,40.9599,17.5154,57.0224,15.2464,74.1909,222.898,69.6529,9.91877,0.0765437,0.0168387,2.0647
-6162.35,0.972869,0.0349814,2,0,54.7157,31.8419,158.704,47.2833,38.2595,16.5737,56.4711,15.8359,73.8187,217.053,62.5741,7.33673,0.0707262,0.0160986,2.06987
-6164.01,0.915847,0.0349814,2,0,54.9289,33.5151,159.169,46.0228,43.3136,16.557,59.7734,15.4446,71.4022,223.487,66.1956,9.68344,0.0593307,0.0150118,2.06585
-6164.51,0.846904,0.0349814,4,0,54.7074,33.353,161.327,42.6409,40.9732,17.0541,59.8793,18.1327,74.6441,226.521,73.0889,7.69417,0.0621476,0.0141601,2.03807
-6162.81,0.972361,0.0349814,2,0,51.5355,34.5642,161.174,48.6206,39.23,17.3435,58.033,16.2428,70.7757,221.354,63.4272,7.40084,0.0619404,0.0130215,2.0363
-6165.99,0.772497,0.0349814,2,0,55.328,35.1877,158.108,41.5319,40.2692,18.2541,58.1177,13.9377,74.1824,218.222,63.5014,8.23889,0.0553015,0.013283,2.03528
-6167.18,0.752617,0.0349814,2,0,49.7938,35.5675,152.383,47.1728,38.5335,15.5417,58.2233,15.6698,67.6355,215.235,65.492,9.82826,0.0483582,0.013251,2.04097
-6169.97,0.966126,0.0349814,4,0,58.3848,27.1855,174.629,43.6489,40.9502,18.8142,60.7931,19.6266,80.1637,241.139,69.316,10.138,0.0885298,0.0165668,2.0136
-6167.51,0.952703,0.0349814,4,0,56.3514,35.9491,162.553,40.8119,40.9492,17.7507,53.9448,16.8922,68.2198,206.291,66.2346,8.34852,0.071765,0.0121183,2.00677
-6162.18,0.996193,0.0349814,2,0,51.8559,35.2531,155.943,42.9552,39.6221,16.911,57.7523,17.7768,71.1543,217.04,65.2702,7.87926,0.0678315,0.0131723,2.0072
-6163.53,0.937416,0.0349814,2,0,57.5237,26.6875,156.782,48.8711,39.2542,16.7081,59.7903,14.6737,75.0055,220.033,68.2681,9.54317,0.0732452,0.0132646,2.00616
-6165.94,0.788577,0.0349814,2,0,51.4824,30.9569,164.864,44.083,42.3258,16.867,55.5132,16.0115,65.2729,217.066,66.6594,8.70193,0.0759219,0.0131189,2.00711
-6165.71,0.971407,0.0349814,3,0,55.4571,34.3735,151.033,47.8607,35.0141,16.4996,56.7947,16.3884,66.3421,215.257,64.6494,8.7806,0.0535599,0.0129239,2.00834
-6163.55,1,0.0349814,2,0,50.9199,30.7831,158.21,44.4533,36.4015,15.6382,57.1389,14.5806,73.3819,212.98,65.4797,8.21047,0.0559709,0.0113476,2.00857
-6162.21,0.985143,0.0349814,4,0,54.1897,34.1944,163.538,45.7543,40.5883,17.1129,57.6579,17.2918,71.3353,221.783,65.045,8.39567,0.0995875,0.0168663,2.00394
-6166.1,0.643046,0.0349814,2,0,61.6919,31.1194,160.09,47.4053,39.6096,17.9485,54.7959,17.2552,73.8356,213.687,68.8267,9.58465,0.0862063,0.0148103,2.00414
-6164.08,0.904635,0.0349814,1,0,55.1618,30.0309,157.088,43.5189,39.1868,16.3262,58.6281,17.981,74.1034,216.711,62.3832,9.15023,0.0860513,0.0162352,2.00406
-6165.52,0.804938,0.0349814,3,0,55.1694,30.1607,158.158,41.4942,40.0848,17.0933,57.4733,17.2394,76.022,211.319,62.973,8.47206,0.0699732,0.0126822,2.00974
-6171.21,0.654524,0.0349814,1,0,53.9742,30.8902,155.378,40.3065,40.8296,17.6776,53.419,19.0742,75.528,211.499,62.0861,7.83443,0.0708032,0.0129628,2.00968
-6168.95,0.958505,0.0349814,2,0,51.4305,23.3718,159.12,49.9172,36.3437,15.4391,52.4726,14.0746,71.0637,213.267,68.2999,8.89956,0.0732191,0.0153721,2.01202
-6165.84,0.994592,0.0349814,3,0,52.85,24.1118,154.142,39.5811,41.2115,16.6443,55.8971,16.9101,71.7614,215.991,62.9049,7.28215,0.0671077,0.0136944,2.01585
-6163.87,0.958501,0.0349814,2,0,57.3074,33.3312,168.169,53.943,39.4867,17.2428,59.9808,15.7693,77.7411,225.229,72.3855,8.52898,0.0772582,0.01435,2.0242
-6167.58,0.901478,0.0349814,2,0,56.1715,25.6447,159.178,41.1488,43.0914,17.5351,59.147,17.5108,75.9778,229.378,65.236,9.21157,0.0909819,0.0169467,2.02604
-6165.6,0.944882,0.0349814,2,0,62.1646,26.2451,163.522,46.0315,39.765,15.6702,58.4036,15.5541,72.2366,221.779,70.6496,8.96041,0.0740783,0.017793,2.02449
-6162.21,0.993239,0.0349814,2,0,56.5921,27.0957,152.335,47.4027,40.8872,18.3705,56.8794,17.3172,70.9279,212.396,64.9816,8.74342,0.086697,0.0152099,2.02367
-6165.15,0.733309,0.0349814,2,0,50.3191,37.1887,155.426,42.2596,36.1269,14.8217,57.7517,14.4543,71.5618,210.768,65.5743,8.3057,0.0679904,0.014732,2.02258
-6171.65,0.648517,0.0349814,2,0,50.3493,34.1138,154.488,40.4127,31.4145,17.9328,50.8168,16.0665,63.8305,208.296,65.879,8.06418,0.0739758,0.0153949,2.02347
-6168.26,0.942946,0.0349814,2,0,50.2238,36.7069,151.548,49.0914,38.883,14.3166,51.9999,15.4762,69.6252,204.678,60.8575,8.09802,0.0580053,0.0130443,2.02639
-6172.5,0.857445,0.0349814,3,0,60.018,38.2875,158.149,41.6592,40.2097,18.3889,53.5128,15.6452,72.0818,224.12,67.4053,6.90872,0.0521198,0.0121644,2.02384
-6170.56,1,0.0349814,2,0,49.5553,33.6924,161.846,52.1985,38.9773,15.0159,55.4715,17.2064,74.8796,224.105,68.5336,9.5722,0.0556278,0.0141931,2.02118
-6170.01,0.991779,0.0349814,3,0,59.2797,32.63,154.143,40.2195,39.5574,16.2356,56.8438,14.9465,66.4692,200.048,59.079,7.18114,0.0866911,0.0139212,2.01535
-6161.8,0.996612,0.0349814,3,0,52.4364,31.1977,155.184,46.5988,37.5647,15.9915,56.9717,15.5798,69.6241,217.927,70.8105,8.26831,0.0924329,0.0181837,2.01762
-6161.81,0.763996,0.0349814,2,0,51.4904,25.4748,161.04,44.8704,39.3847,16.45,58.4176,16.1586,69.7284,214.007,62.6274,9.17117,0.0773866,0.0147281,2.01724
-6162.07,0.949346,0.0349814,2,0,52.3916,26.4481,163.301,44.9937,41.4027,16.0679,56.1134,16.1092,70.6972,213.691,62.9641,9.4193,0.0753909,0.0145514,2.01703
-6164,0.778569,0.0349814,2,0,54.9985,33.0253,151.873,46.8765,40.0986,17.9611,57.6319,16.8327,68.6449,214.267,71.2187,8.91245,0.0891605,0.0143718,2.01827
-6165.9,0.940285,0.0349814,2,0,58.2256,31.1124,152.193,47.7698,40.3131,17.3433,56.1604,16.7948,70.5182,207.643,73.8428,9.65441,0.0789408,0.013837,2.01799
-6164.63,0.695632,0.0349814,1,0,57.1798,30.4598,152.686,47.7707,39.5275,17.3948,56.8672,16.2394,66.6055,213.357,72.7589,9.21104,0.0752279,0.0146157,2.01745
-6168.44,0.718046,0.0349814,2,0,62.6697,28.1263,165.436,40.8925,40.8071,15.165,57.9079,14.6437,75.4097,218.46,67.3941,8.28844,0.071681,0.0141308,2.01642
-6166.03,0.821975,0.0349814,2,0,54.8634,26.7658,150.485,48.0326,39.1249,16.8283,58.1302,18.196,66.6596,213.986,63.5748,7.79822,0.0829836,0.0141007,2.01255
-6165.03,0.751143,0.0349814,2,0,52.7497,27.4478,164.001,44.3288,36.8305,18.1796,54.3502,15.242,71.4243,217.498,62.9651,7.17236,0.0846532,0.0155963,2.0147
-6167.34,0.796216,0.0349814,2,0,52.4664,29.3482,169.434,48.6159,36.5765,16.6634,56.8857,16.8807,67.3905,219.564,64.7337,7.5189,0.0885437,0.0147238,2.01411
-6162.3,0.979927,0.0349814,2,0,52.0906,26.9871,159.743,46.3806,34.4222,16.431,54.7862,16.8853,68.675,212.981,67.3092,8.2127,0.0898951,0.0163156,2.01363
-6165.42,0.849107,0.0349814,2,0,48.877,33.1616,154.186,45.3879,45.157,16.5505,54.9042,16.2795,71.4077,216.018,64.2263,7.10229,0.0787221,0.0154619,2.01445
-6164.37,0.961628,0.0349814,1,0,49.9071,32.9664,156.695,45.1868,42.3392,16.416,57.5386,15.5043,73.516,211.837,67.5018,6.98003,0.078185,0.0159863,2.0141
-6169.09,0.789476,0.0349814,2,0,60.2399,29.7433,147.27,44.9654,35.0964,17.7751,54.7386,14.6969,62.4882,203.727,64.3131,7.55251,0.0755365,0.0133422,2.01286
-6161.14,0.93662,0.0349814,4,0,53.4674,28.2723,161.424,48.1802,39.2169,17.921,57.8849,15.6021,75.86,220.976,72.3558,8.56797,0.0886876,0.0165006,2.02604
-6165.77,0.855218,0.0349814,2,0,60.3516,28.8802,170.298,51.4179,47.5347,16.2273,60.9209,16.8993,75.3231,231.781,65.0606,9.44369,0.0872604,0.0167812,2.02424
-6165.37,0.948707,0.0349814,2,0,53.5559,27.5147,168.171,48.9219,38.1974,19.1639,59.5938,16.4449,74.0532,227.96,75.3966,7.53055,0.0942468,0.0191358,2.02509
-6165.37,0.771638,0.0349814,2,0,53.5559,27.5147,168.171,48.9219,38.1974,19.1639,59.5938,16.4449,74.0532,227.96,75.3966,7.53055,0.0942468,0.0191358,2.02509
-6163.48,0.719664,0.0349814,2,0,53.5477,28.6998,169.028,47.9927,39.9959,17.4996,57.3338,17.2004,74.9241,227.458,72.069,7.34339,0.0975918,0.0182367,2.02393
-6165.44,0.962816,0.0349814,4,0,48.2246,31.3636,155.198,43.3051,38.1175,15.1622,55.4048,16.024,67.6382,209.791,59.7457,7.37598,0.0475569,0.011477,2.01339
