# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_bigC_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_lower_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_lower_comp_v0.1_bigC_c1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,psi,gamma
-6233.44,0.908939,0.456942,2,0,53.9695,15.8156,95.5328,48.9484,18.5674,15.9113,43.6952,11.5857,49.8094,109.503,45.137,4.80487,0.200886,0.212747
-6236.21,0.72111,0.456942,2,0,54.0403,19.3944,84.4147,46.311,18.3599,13.0689,42.9949,11.3776,46.9929,104.984,38.7959,4.20631,0.209011,0.195607
-6236.79,0.959212,0.456942,2,0,50.1675,15.3742,88.216,45.629,16.4908,13.1425,42.5588,10.4521,46.677,106.851,38.0066,4.42591,0.201889,0.197582
-6240.18,0.786292,0.456942,2,0,50.1533,23.6317,88.0165,44.2118,17.9455,13.1082,40.0136,10.6641,49.488,105.316,39.4249,3.97472,0.210125,0.209373
-6239.79,0.930004,0.456942,2,0,50.336,22.4342,87.6076,44.973,17.1974,12.7923,40.9653,10.6652,49.6093,107.701,39.897,4.04106,0.210173,0.206469
-6238.41,0.899677,0.456942,2,0,54.0019,17.6678,90.226,45.8933,20.559,15.4615,42.8631,13.0314,48.0326,106.211,40.881,4.38606,0.202774,0.174769
-6235.26,0.956485,0.456942,2,0,59.7182,17.719,96.1072,50.5133,16.9842,13.4127,43.315,9.91571,50.5686,111.309,42.0973,4.12807,0.202551,0.207888
-6237.33,0.919653,0.456942,2,0,53.4586,17.008,92.2969,49.1301,21.1422,16.0383,45.6874,13.7605,49.2117,111.546,44.9884,4.23152,0.202095,0.1869
-6234.63,1,0.456942,2,0,58.2336,17.0998,96.3068,48.4132,21.2237,15.947,43.8268,14.1471,48.2576,112.289,42.182,4.41936,0.209918,0.208495
-6237.9,0.625591,0.456942,2,0,57.6823,13.4784,101.485,52.0724,18.0738,14.4421,45.8805,10.5373,55.4225,111.953,44.6228,4.1321,0.20594,0.199827
-6236.49,1,0.456942,2,0,61.4104,23.059,95.1075,50.456,19.6084,14.3975,46.5726,13.6686,50.165,121.623,44.6526,4.69003,0.202397,0.194309
-6236.66,0.985978,0.456942,2,0,57.5521,18.5438,98.6017,55.122,20.7904,15.5644,45.7361,11.0431,54.1193,113.34,42.5473,5.02348,0.201847,0.182338
-6236.04,0.854202,0.456942,2,0,61.3063,16.3403,99.6827,47.5592,16.8361,14.4733,43.7975,12.2641,49.1437,109.135,46.2439,4.05141,0.20713,0.218986
-6234.24,0.962487,0.456942,2,0,56.774,20.7507,94.4527,53.7983,19.1565,14.7946,46.6652,10.5692,51.1374,115.742,46.1183,5.27082,0.20073,0.196515
-6235.17,0.903708,0.456942,2,0,62.635,15.8926,98.5243,47.6279,20.7313,14.925,46.8149,12.8809,52.1602,116.771,41.5853,4.07706,0.21441,0.200093
-6235.56,0.948269,0.456942,2,0,56.8193,23.5231,95.7892,51.757,18.7242,15.5204,43.041,11.7912,49.4335,111.776,46.5119,4.5866,0.197629,0.208998
-6236.96,0.942833,0.456942,2,0,60.461,14.1952,96.6877,48.4908,17.9617,13.8705,46.7109,12.2998,51.9364,116,41.9202,4.15091,0.215789,0.193047
-6239.84,0.928429,0.456942,2,0,53.8435,20.2946,92.2448,51.1088,15.7274,15.3195,42.7709,12.6948,51.2505,111.874,40.0652,4.87677,0.193336,0.181488
-6236.32,0.882519,0.456942,2,0,55.9211,15.4626,96.429,45.4863,20.1879,16.0493,45.7277,12.4352,48.9579,111.87,44.3343,4.12144,0.213761,0.218576
-6237.62,0.96979,0.456942,2,0,55.7959,27.3373,94.3331,50.2224,17.921,13.7043,41.7771,12.8158,50.9547,108.586,44.5297,4.5114,0.20817,0.201615
-6236.69,1,0.456942,2,0,56.7054,15.9269,99.1417,50.7947,16.6846,15.4104,46.9955,10.6274,50.2365,117.447,41.4318,3.98475,0.207308,0.191802
-6234.69,0.960758,0.456942,2,0,65.1057,17.9239,100.941,50.5142,20.5547,15.8483,42.9069,12.5776,50.5564,111.501,44.0192,4.80668,0.20968,0.210256
-6233.64,0.900883,0.456942,2,0,55.9299,16.8858,96.1941,47.7362,18.2191,13.9874,42.0389,11.0052,50.3379,109.726,41.6242,4.39023,0.197778,0.190066
-6233.61,0.975402,0.456942,2,0,57.9714,16.9557,93.4585,49.4611,19.1618,14.8424,43.6859,12.5229,47.5536,105.594,43.2554,4.61222,0.216039,0.21727
-6237.52,0.912185,0.456942,2,0,55.4175,18.4772,92.2734,45.8181,20.6978,14.1625,43.0304,10.7299,50.9027,113.827,39.0671,4.5138,0.192682,0.17757
-6235.85,0.917541,0.456942,2,0,59.314,18.5773,97.6675,51.1229,17.798,14.9398,43.0496,11.9856,48.2856,113.359,45.7236,4.64469,0.212612,0.226347
-6239.17,0.765427,0.456942,2,0,58.6525,17.8815,100.542,53.01,18.1965,13.6855,44.2174,13.392,49.5539,118.706,44.5359,4.38064,0.217997,0.220736
-6242.33,0.804891,0.456942,2,0,50.2262,19.8959,101.279,52.5316,16.7213,16.2414,44.0793,13.8143,52.0054,115.344,45.5509,4.91848,0.20214,0.219988
-6238.11,0.994287,0.456942,2,0,67.2224,17.5322,98.0685,49.0124,22.8384,14.2856,46.1825,11.3853,51.7877,115.629,42.9031,4.68152,0.21319,0.186562
-6240.94,0.972431,0.456942,2,0,47.0552,17.5424,91.4877,47.8804,15.6009,15.0858,42.3015,11.5124,46.1851,101.674,40.6611,4.31878,0.196848,0.205745
-6241.32,0.986002,0.456942,2,0,65.5056,13.5867,90.0372,45.9904,21.7856,13.279,41.0255,11.1118,48.5886,107.629,42.4538,4.72355,0.220489,0.202909
-6236.86,0.984435,0.456942,2,0,54.4524,14.7282,101.045,49.8327,19.4951,13.3833,42.034,10.864,49.0704,108.523,42.9333,4.13472,0.205329,0.210523
-6237.11,0.977256,0.456942,2,0,62.7753,16.2242,92.7149,49.0605,18.6778,14.0996,47.6145,13.1096,53.8123,118.409,47.9856,4.18877,0.203811,0.198696
-6238.54,0.938415,0.456942,1,0,64.1609,14.5353,98.2061,45.8713,17.7958,14.6232,46.4558,14.2064,54.2731,114.674,46.7138,4.80679,0.208444,0.198609
-6234.6,1,0.456942,2,0,62.5502,15.6576,92.7163,47.1159,18.7152,15.0901,45.4242,12.6771,53.5449,114.674,44.2747,4.49615,0.210024,0.207173
-6237.18,0.884539,0.456942,1,0,63.8603,17.0572,93.4773,47.8333,17.8892,15.6153,44.9427,12.9948,54.4336,112.599,42.6239,4.35951,0.214753,0.215651
-6237.96,0.781421,0.456942,2,0,59.9011,18.9346,109.663,52.213,20.7691,15.5891,44.8764,11.8805,50.8839,115.556,43.2564,4.3632,0.216564,0.215855
-6233.8,1,0.456942,2,0,61.0964,15.934,101.116,52.7578,20.4904,16.0983,48.3994,14.0499,54.2172,121.344,47.0581,4.96063,0.203027,0.211651
-6236.64,0.659927,0.456942,2,0,62.5447,17.4208,103.565,51.8515,21.349,14.4193,46.4215,11.5031,52.3288,115.17,44.4578,3.69327,0.204264,0.186286
-6239.32,0.954466,0.456942,2,0,59.6009,24.8131,93.5368,48.8839,15.4038,13.9804,45.3201,11.3088,51.4285,114.565,42.08,4.80582,0.200358,0.212307
-6237.26,0.993365,0.456942,2,0,60.1806,18.8077,100.884,45.4421,16.4411,13.5246,44.0971,10.6488,52.3368,115.558,43.2467,4.44076,0.204099,0.195812
-6239.4,0.720043,0.456942,2,0,55.0395,18.122,89.3737,47.9544,18.8402,15.2616,46.3,11.5216,52.3153,113.756,49.6639,5.46836,0.205927,0.208939
-6235.53,1,0.456942,2,0,63.9061,19.7944,98.7275,46.086,18.7219,13.7888,44.2674,12.6222,51.0848,110.609,41.1395,5.10431,0.201369,0.20697
-6238.32,0.961371,0.456942,2,0,55.6745,17.0586,99.6233,56.0995,22.273,16.1988,48.8625,11.7508,53.264,121.611,48.7677,4.09642,0.209974,0.191681
-6238.32,0.744386,0.456942,2,0,55.6745,17.0586,99.6233,56.0995,22.273,16.1988,48.8625,11.7508,53.264,121.611,48.7677,4.09642,0.209974,0.191681
-6234.75,0.99537,0.456942,2,0,57.4548,17.5396,99.0358,56.6829,21.3467,15.5611,47.2647,11.498,52.9192,119.379,48.2416,4.24026,0.208569,0.198109
-6235.89,0.828227,0.456942,2,0,59.2539,16.313,102.253,54.4954,19.2742,13.1995,46.9474,10.9702,54.247,115.478,43.3451,4.51394,0.210672,0.211213
-6235.83,1,0.456942,2,0,62.4608,15.9159,102.568,49.1798,19.3961,16.7976,46.317,11.0421,51.9454,119.834,50.1919,4.31915,0.206245,0.207694
-6234.27,0.870306,0.456942,2,0,56.2479,17.6738,95.7436,51.3727,22.2229,14.7895,47.3494,12.5321,53.5452,114.092,46.6317,4.30727,0.197177,0.201237
-6235.7,0.774801,0.456942,2,0,61.8191,22.3966,96.7628,50.1038,18.4077,12.9537,43.3477,12.0004,48.4968,114.661,42.4643,4.88605,0.209359,0.203003
-6238.85,0.879505,0.456942,2,0,57.0696,19.2955,98.304,54.4469,19.1357,13.7124,44.4422,11.869,46.8881,109.962,46.1255,5.00657,0.207566,0.187791
-6234.23,1,0.456942,2,0,57.1559,21.0079,94.666,46.763,18.963,13.9282,45.0536,11.2893,49.3768,115.466,42.2378,5.19037,0.206261,0.207366
-6238.63,0.946049,0.456942,2,0,52.4939,14.5597,88.6145,46.545,18.4712,14.9522,40.9896,11.2181,50.3123,99.8344,42.0223,3.63848,0.204274,0.204043
-6237.33,0.956643,0.456942,2,0,59.9917,13.2375,95.2555,48.5914,18.1749,14.7335,44.1893,10.7933,47.7219,114.521,39.6707,5.13239,0.215451,0.201403
-6237.34,0.741528,0.456942,2,0,58.9037,20.8975,94.4345,52.3714,19.3376,14.4074,44.6744,10.4832,51.6657,105.022,46.3092,4.23186,0.204135,0.217772
-6235.86,0.843587,0.456942,2,0,60.1391,19.3558,99.2306,49.4097,19.4324,15.1174,46.2834,11.9644,49.9217,122.648,41.9464,4.45944,0.211166,0.190761
-6240.32,0.922809,0.456942,2,0,57.3841,19.401,100.877,58.0444,18.1388,13.7552,46.7415,13.2685,51.7564,112.954,47.3871,3.6994,0.206165,0.210372
-6238.27,0.996579,0.456942,2,0,61.2302,16.7979,99.2952,44.3238,21.2113,16.2666,46.1559,11.1035,52.3938,119.243,40.9244,5.43208,0.204123,0.191712
-6235.23,0.991884,0.456942,2,0,53.6023,21.9647,94.1091,52.984,18.5778,13.4186,44.3382,10.5213,50.0888,108.748,44.2531,4.44231,0.199869,0.205213
-6238.79,0.835053,0.456942,2,0,58.1546,20.7225,87.4827,43.4787,18.6283,15.3555,41.1048,11.365,47.2743,108.185,36.9551,3.87977,0.203931,0.182084
-6238.7,0.959109,0.456942,2,0,50.0956,18.3834,92.5235,51.7725,19.3686,12.917,42.8512,11.667,46.7318,104.768,45.7014,4.98724,0.198602,0.206803
-6235.34,0.962724,0.456942,2,0,57.5323,21.3106,91.7388,48.5252,18.982,13.752,44.1217,12.9255,49.6498,110.108,42.0655,5.82605,0.201195,0.195115
-6240.26,0.732779,0.456942,2,0,61.5571,18.4844,86.7339,53.1997,18.6449,14.7184,43.8043,12.7102,50.4636,110.869,38.5947,5.44845,0.210746,0.209835
-6236.32,1,0.456942,2,0,54.3201,15.2666,101.896,50.0147,18.9116,14.3079,44.8691,11.697,51.2672,111.038,48.1365,4.05179,0.1985,0.203885
-6234.47,0.950595,0.456942,1,0,55.5891,18.0281,101.17,49.2858,18.7892,14.1611,44.33,11.6189,52.1676,111.306,46.0266,4.10578,0.19967,0.193929
-6231.53,0.94743,0.456942,2,0,56.849,17.5073,99.4389,49.2263,19.1027,14.7378,44.8591,12.1837,50.8068,112.472,43.9682,4.60816,0.199438,0.19206
-6233.92,0.896809,0.456942,2,0,57.6862,19.7826,96.7201,50.3854,20.7962,12.9387,45.8958,11.9081,53.3911,117.009,43.8508,4.8418,0.206761,0.207855
-6233.58,0.994925,0.456942,2,0,60.3568,23.7509,98.4168,52.9607,21.9105,14.1497,47.0576,11.5242,52.357,114.187,45.3543,4.82541,0.20104,0.201584
-6232.42,0.886807,0.456942,2,0,57.8568,20.2698,99.2196,51.1827,21.6106,13.7469,46.6499,11.521,52.8301,116.903,46.0798,4.86083,0.198832,0.202336
-6236.41,0.77537,0.456942,2,0,64.3174,19.3898,100.572,50.3551,21.3626,16.7334,46.0093,9.80009,52.6292,117.182,41.3436,4.82562,0.209334,0.197173
-6235.78,0.925069,0.456942,2,0,55.4884,20.3117,94.5567,51.7051,17.1888,13.0751,44.7914,13.0746,49.88,109.408,45.4368,4.23277,0.197278,0.199813
-6236.16,0.908094,0.456942,2,0,60.52,18.7207,92.7638,52.6534,16.1358,13.8082,44.7306,13.2177,49.8889,110.148,45.0251,4.22156,0.198456,0.202584
-6232.27,0.926845,0.456942,2,0,58.4595,17.0333,97.4155,50.7157,18.2636,13.7923,44.5458,10.719,52.4144,113.631,41.3539,4.36853,0.206351,0.203034
-6232.27,0.860734,0.456942,2,0,58.4595,17.0333,97.4155,50.7157,18.2636,13.7923,44.5458,10.719,52.4144,113.631,41.3539,4.36853,0.206351,0.203034
-6234.03,0.82922,0.456942,2,0,58.5599,16.4129,98.3031,51.369,22.1759,15.1261,45.7689,13.8939,51.444,116.616,44.3737,5.3689,0.201981,0.195208
-6236.1,0.889172,0.456942,2,0,58.4458,14.0644,92.5745,50.5279,17.002,13.8648,43.364,12.8626,51.3422,108.425,44.6147,3.80281,0.211039,0.214174
-6236.39,0.924846,0.456942,2,0,58.8389,21.2833,92.936,46.7813,21.9006,14.8993,42.0795,10.274,49.3094,108.853,41.3128,5.44172,0.202032,0.195059
-6233.31,0.87214,0.456942,2,0,58.7583,17.7277,93.7836,53.3281,18.0232,13.1859,45.3523,11.8791,51.1815,111.555,42.5444,4.41529,0.200887,0.205192
-6236.12,0.807045,0.456942,2,0,58.8017,19.2465,94.8195,51.6335,16.8786,15.8163,43.4605,11.3691,51.8337,109.255,42.1656,4.12401,0.195685,0.203732
-6235.47,0.86149,0.456942,2,0,56.2713,19.2893,96.1575,48.0161,18.9551,14.8,43.0648,12.0773,46.2613,111.147,43.0492,4.53607,0.219442,0.198724
-6235.59,0.938489,0.456942,2,0,50.7659,16.744,94.3887,47.8878,19.217,14.4929,44.6432,11.9248,47.7055,108.953,46.5538,3.86511,0.207521,0.198331
-6232.11,1,0.456942,2,0,53.9013,19.202,92.7839,46.9127,19.8789,14.4282,45.1282,11.1213,48.5217,110.702,42.125,4.49405,0.202911,0.196431
-6233.17,0.868047,0.456942,2,0,59.0906,15.8409,94.6735,50.341,18.6784,15.5652,41.5707,12.3753,50.4984,108.413,42.3479,4.59571,0.210011,0.212386
-6237.2,0.615972,0.456942,2,0,50.5986,16.6348,95.5484,50.1055,21.5027,13.6697,43.4784,10.8537,46.9314,110.713,42.2419,3.95034,0.21194,0.207018
-6236.9,0.860844,0.456942,2,0,55.6476,17.1082,90.4757,50.486,21.3882,15.0902,45.221,11.9429,52.724,105.478,43.5203,4.58702,0.202333,0.213679
-6236.87,0.964165,0.456942,2,0,53.2234,16.8704,92.5357,50.7454,20.8736,14.292,44.544,11.8575,53.1129,105.693,45.4412,4.17434,0.207456,0.213377
-6234.46,0.98741,0.456942,2,0,52.7462,16.8134,93.5756,49.8645,22.1828,14.3265,44.6991,11.8609,50.4109,113.651,44.6578,4.32194,0.202915,0.214404
-6234.85,0.793098,0.456942,2,0,51.7948,15.2471,94.7201,52.6373,21.2158,13.6265,45.6076,12.6758,51.3145,114.09,43.7784,4.33442,0.2036,0.199214
-6236.05,0.752154,0.456942,1,0,57.3534,22.0462,98.7787,44.9083,18.6216,13.8003,45.9565,11.3999,52.3417,111.566,42.3085,3.94103,0.203889,0.196699
-6234.19,0.892331,0.456942,2,0,54.8258,13.1701,91.783,50.2678,18.764,14.4016,41.7808,11.9403,50.3327,107.73,42.3478,4.38321,0.211277,0.217311
-6234.93,0.968624,0.456942,2,0,62.4005,24.6111,102.618,48.9563,19.4547,14.9562,47.7594,11.7822,51.2075,119.607,44.658,4.90036,0.200314,0.186238
-6235.34,0.96342,0.456942,2,0,62.135,18.7857,103.408,51.4116,20.477,13.611,48.691,13.2419,53.4533,121.652,42.7083,5.4577,0.19929,0.202341
-6240.22,0.844849,0.456942,2,0,60.17,15.0371,100.299,52.5989,16.778,17.8715,44.2671,12.9396,52.7706,114.55,48.9633,4.44965,0.218275,0.211262
-6233.73,0.893155,0.456942,2,0,60.2082,16.7219,98.4673,47.709,21.1757,14.2984,45.941,10.7412,49.1879,114.531,41.544,4.28617,0.208713,0.19931
-6238.12,0.8257,0.456942,1,0,60.3325,16.5186,96.9273,53.0881,17.1506,16.0811,43.7116,11.7672,49.7559,113.693,50.1674,4.86178,0.198488,0.192529
-6238.03,0.973709,0.456942,2,0,56.9593,18.5649,95.6191,47.6103,22.2675,13.5899,46.9493,12.1077,52.8974,112.279,38.3049,4.51212,0.211682,0.208933
-6237.07,0.922819,0.456942,2,0,61.4569,19.0636,98.5569,45.2455,19.1537,14.9141,45.9407,11.4407,53.1738,117.494,46.7372,3.97448,0.199845,0.215132
-6238.94,0.910223,0.456942,2,0,57.869,18.1622,98.3879,56.1021,20.0166,15.0946,43.0247,13.2244,50.3911,118.204,41.7395,5.39012,0.20428,0.188011
-6237.86,0.798459,0.456942,2,0,67.3633,15.8498,106.347,48.519,20.6795,14.2625,47.317,13.1248,53.8617,122.779,45.2426,3.89414,0.203985,0.197464
-6240.27,0.915282,0.456942,2,0,66.6671,21.1366,99.0682,44.7999,19.2254,14.9157,47.2971,14.1171,55.205,120.003,46.2868,4.22452,0.200231,0.190655
-6238.42,0.998239,0.456942,2,0,52.8358,16.7893,98.6227,57.013,20.3194,15.0098,44.7981,10.3426,48.5261,111.319,42.9373,4.94741,0.206557,0.204907
-6237.74,0.984196,0.456942,2,0,61.5592,18.138,90.7804,43.8028,20.3813,14.1994,44.8626,12.9967,52.0588,111.673,42.5598,3.77639,0.199502,0.197527
-6233.43,0.929683,0.456942,2,0,56.8776,19.3024,95.7848,47.4106,17.4145,14.3347,43.6931,11.1057,47.9772,109.643,41.8643,4.82919,0.19963,0.184502
-6232.22,0.954978,0.456942,2,0,56.3654,15.3285,92.0735,48.52,19.5916,14.21,42.6468,12.6252,49.1701,107.661,42.2179,4.11798,0.21039,0.21436
-6233.32,0.839725,0.456942,2,0,55.5054,19.4045,92.6532,46.0549,19.4911,14.7171,43.0739,11.9715,48.2076,106.822,41.5368,4.60628,0.200171,0.184052
-6234.51,0.956877,0.456942,2,0,58.2956,21.0508,91.3705,46.5264,17.8609,13.5877,42.2234,11.5902,50.4924,111.044,44.2124,4.14732,0.212693,0.206581
-6236.95,0.908719,0.456942,2,0,56.0113,18.2514,97.3164,48.458,21.0487,15.3736,46.052,12.5159,48.829,107.916,38.0954,4.71124,0.2002,0.212449
-6238.33,0.965667,0.456942,2,0,57.6578,18.8004,91.0736,51.7561,18.3515,13.2841,42.3742,11.4884,50.979,116.105,47.1751,4.04343,0.205621,0.184084
-6238.09,0.988028,0.456942,2,0,59.7655,17.6519,103.581,47.8787,19.7654,16.7738,48.7273,13.5021,53.0558,119.827,41.1108,5.07665,0.199297,0.212944
-6237.97,0.878476,0.456942,2,0,60.4858,18.1833,99.6372,49.9316,20.1863,16.2326,48.4417,14.2868,53.8854,116.332,38.1388,4.99225,0.202226,0.20657
-6233.09,0.798272,0.456942,2,0,59.4304,15.7716,100.373,49.2002,20.7113,14.6397,43.527,10.6038,52.3064,113.014,45.3683,4.79305,0.209447,0.210455
-6236.68,0.899764,0.456942,2,0,57.0657,20.6542,92.7696,51.7807,18.6578,14.872,46.7239,13.9212,48.731,113.866,42.8843,4.36023,0.196301,0.185162
-6232.77,0.99945,0.456942,1,0,56.6161,19.3167,95.2794,51.302,18.6382,13.8947,44.0677,12.2571,50.0693,115.507,44.7204,4.45462,0.200814,0.18363
-6231.53,0.914966,0.456942,2,0,55.3849,18.8496,98.0027,48.9012,18.2693,15.5812,44.936,11.5921,51.503,115.597,42.361,4.9473,0.205819,0.19765
-6234.13,0.833273,0.456942,2,0,60.7057,21.1911,94.7318,48.563,21.4393,13.5902,44.8584,10.7133,49.404,111.011,40.3335,4.57253,0.197279,0.198479
-6234.13,0.707182,0.456942,2,0,60.7057,21.1911,94.7318,48.563,21.4393,13.5902,44.8584,10.7133,49.404,111.011,40.3335,4.57253,0.197279,0.198479
-6235.02,0.929582,0.456942,2,0,51.3594,17.1734,93.6423,49.0256,18.5325,14.8271,45.3974,12.6888,53.1659,113.758,45.1669,4.38257,0.196644,0.193071
-6235.21,0.900727,0.456942,2,0,54.5541,19.0763,92.2614,49.0718,16.6381,13.7386,45.6337,11.2312,51.5806,112.708,43.8132,5.25623,0.207428,0.204563
-6239.08,0.854821,0.456942,2,0,54.8654,19.1954,91.7731,47.6514,17.2694,12.7938,46.9163,11.3979,51.4966,111.116,42.4461,4.55035,0.212872,0.208606
-6238.46,0.99781,0.456942,2,0,54.2362,14.9145,96.9273,47.098,17.1925,13.3534,40.6702,13.1448,49.6665,109.71,40.9261,4.20472,0.19917,0.198001
-6234.82,0.983652,0.456942,2,0,60.8434,20.8019,94.0078,51.0994,21.6095,15.7256,47.4108,10.6689,50.7106,113.514,44.4477,4.39897,0.208249,0.199917
-6231.93,0.95985,0.456942,1,0,57.1524,18.3748,96.9913,52.0634,19.1833,14.3844,44.226,10.938,52.2855,114.597,44.9369,4.1516,0.202682,0.193464
-6233,0.832259,0.456942,2,0,59.2772,18.3292,92.2258,48.5454,18.1861,14.3328,45.0013,12.7519,48.6666,107.758,40.4306,4.85319,0.204726,0.208985
-6233.09,0.889832,0.456942,2,0,56.5173,18.3208,97.2162,48.7284,17.8845,14.73,42.2113,11.627,50.5533,110.1,47.5572,4.6,0.210595,0.205664
-6235.78,0.835343,0.456942,2,0,59.7321,18.309,94.434,50.7809,22.3183,14.6752,47.4197,12.3816,50.4843,110.955,39.4579,4.27642,0.198657,0.197073
-6233.07,1,0.456942,2,0,57.6368,19.4139,97.4441,49.0622,20.5329,15.5142,44.7826,11.9633,51.2256,115.26,43.3493,4.01448,0.201595,0.215652
-6233.25,0.958397,0.456942,2,0,57.2183,18.1888,97.4167,52.1376,19.9914,15.5779,44.2637,11.759,51.2623,114.783,42.5016,4.02021,0.203939,0.216821
-6231.94,0.977261,0.456942,2,0,59.3783,17.5549,99.5072,51.2021,20.4973,15.121,44.8835,11.4787,51.4244,116.441,44.9939,4.06029,0.202363,0.21083
-6234.43,0.843497,0.456942,2,0,57.3577,18.5103,93.4805,47.5079,21.7275,15.0262,45.4072,10.9717,52.1436,108.299,46.2849,4.54589,0.207265,0.209837
-6231.74,0.965672,0.456942,1,0,56.1258,15.5483,97.3525,49.5656,20.5866,14.525,44.0162,11.8774,51.4314,110.59,44.3083,4.38682,0.201982,0.19622
-6233.07,0.840994,0.456942,1,0,57.0561,15.8062,100.484,51.3705,20.5143,14.4929,43.9948,12.582,50.5352,112.134,41.3815,4.42424,0.201526,0.197262
-6232.56,0.942534,0.456942,1,0,58.6681,15.7584,97.8837,50.1469,19.3653,14.3024,44.2788,13.287,51.7352,112.328,42.9468,4.40123,0.19899,0.195643
-6232.72,0.804331,0.456942,2,0,59.1689,15.9948,96.396,50.5964,18.6482,14.1904,46.6549,13.1405,52.8163,112.8,45.731,4.49408,0.200899,0.196112
-6231.42,0.956372,0.456942,2,0,57.7995,19.2169,98.423,50.366,21.0411,15.557,45.0529,11.3265,50.1474,113.458,41.5637,4.73278,0.20874,0.20891
-6234.95,0.729774,0.456942,1,0,62.3576,17.1474,102.09,51.4076,18.4413,13.8578,43.6846,11.5119,52.7728,115.261,41.6552,4.07599,0.207846,0.204928
-6235.3,0.830915,0.456942,2,0,57.7727,19.2996,95.9021,52.6301,22.68,16.5937,47.5837,13.0716,52.2461,116.601,44.6881,5.22148,0.199955,0.19771
-6234.04,1,0.456942,2,0,59.8571,15.7576,97.3676,48.1715,17.7618,13.3005,44.3189,11.5466,50.4619,111.139,44.118,4.05777,0.214133,0.208866
-6234.04,0.629949,0.456942,2,0,59.8571,15.7576,97.3676,48.1715,17.7618,13.3005,44.3189,11.5466,50.4619,111.139,44.118,4.05777,0.214133,0.208866
-6234.04,0.829738,0.456942,2,0,55.2663,20.6669,92.8654,49.715,20.4897,15.3415,45.9514,11.8681,50.7992,113.674,40.6782,5.05716,0.195013,0.194869
-6232.93,0.988643,0.456942,2,0,56.7259,20.4633,94.9908,49.7993,20.288,15.2189,45.975,12.208,51.5184,115.235,40.9841,5.08983,0.197448,0.186427
-6233.52,0.884839,0.456942,2,0,60.6984,20.1972,96.537,49.7684,19.729,14.2053,44.798,10.7537,50.5012,116.886,44.9681,4.00322,0.200423,0.183988
-6234.29,0.859555,0.456942,2,0,57.8542,16.7469,97.0738,48.0646,21.1398,14.7253,45.1855,12.339,51.9048,109.428,43.3965,4.62581,0.209232,0.228224
-6233.27,0.952439,0.456942,2,0,61.6054,20.2038,101.1,52.2996,20.2976,15.6586,45.5727,12.2177,51.5032,118.721,46.1951,4.60402,0.203991,0.183386
-6232.65,0.982,0.456942,2,0,58.4751,23.5522,97.1557,50.2886,20.5109,14.5619,45.5295,11.813,51.5207,117.264,42.4376,5.14517,0.201222,0.189344
-6233.12,0.904614,0.456942,2,0,58.9408,13.0553,97.9301,50.2688,18.5752,14.9586,44.1229,11.6144,51.6533,114.602,43.9076,4.20768,0.201082,0.20663
-6235.68,0.96188,0.456942,2,0,57.2051,23.4366,97.4941,53.3096,22.3106,14.2304,47.4542,12.1423,51.4969,114.074,43.9899,5.43693,0.20645,0.208497
-6236.62,0.990148,0.456942,2,0,63.1742,13.5561,102.39,51.0242,17.9089,16.2633,46.5214,10.8796,54.8599,121.728,46.115,4.10978,0.20464,0.195005
-6232.82,0.971211,0.456942,2,0,62.6711,17.2246,102.148,48.7273,20.953,14.6854,45.4122,12.5174,51.2806,117.037,44.1188,4.27844,0.204174,0.191941
-6233.57,0.938822,0.456942,2,0,55.2816,20.0765,93.0321,52.0223,17.724,14.937,46.4037,11.6561,51.433,110.619,43.0572,5.04435,0.201444,0.202028
-6233.95,0.883052,0.456942,2,0,61.3194,16.4913,97.4746,47.7612,21.0651,13.7757,43.4051,11.8555,52.353,112.407,42.6349,4.14371,0.206809,0.191337
-6231.53,0.946064,0.456942,1,0,58.506,18.3132,93.8719,50.7181,19.1486,14.7174,45.7901,11.8775,52.5852,110.704,44.0862,4.58632,0.207448,0.199418
-6233.5,0.787601,0.456942,2,0,59.5504,18.7535,101.636,51.0402,20.4996,15.1247,49.4885,11.628,53.6648,115.866,43.8389,4.72975,0.197859,0.200461
-6236.46,0.879058,0.456942,2,0,61.8125,15.8672,102.926,51.9269,20.4225,14.4495,47.2846,12.7199,51.7274,121.534,52.4379,4.33577,0.197865,0.199657
