# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_bigC_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 121
# output
#   file = ../output/12taxa_mid_comp_v0.1_bigC_c3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,psi,gamma
-6292.74,0.907545,0.343667,2,0,50.9258,26.868,125.8,39.0421,36.3646,15.8307,45.0018,14.2417,56.1199,172.167,57.652,7.06948,0.207732,0.213677
-6294.52,0.890741,0.343667,2,0,50.4543,28.7074,136.231,43.1308,33.6466,15.6691,47.2889,13.396,59.5795,168.157,58.6018,7.56134,0.213193,0.197869
-6289.29,0.977258,0.343667,2,0,46.7986,25.6645,129.833,39.102,36.7933,14.6043,48.2167,13.6589,60.1029,173.691,55.6297,7.07179,0.203022,0.211838
-6290.85,0.86931,0.343667,2,0,48.2816,26.2288,134.005,42.3003,34.8807,16.018,46.1245,14.8003,58.3603,170.696,59.4537,7.4841,0.201083,0.216642
-6291.97,0.924647,0.343667,2,0,51.9332,21.3939,134.584,39.8988,32.7949,16.5044,50.4255,13.6487,62.9841,175.195,55.2792,7.65703,0.211461,0.20118
-6291.12,1,0.343667,2,0,48.1828,28.1562,136.146,42.5542,38.2164,16.5992,47.4728,13.8701,59.7684,176.625,59.7592,8.01388,0.204939,0.208894
-6290.75,0.958527,0.343667,2,0,48.0814,24.4967,136.708,38.1497,37.9781,16.3419,50.4326,15.6759,64.1592,178.389,56.2019,7.6566,0.205695,0.214053
-6290.67,0.890599,0.343667,2,0,47.814,25.0957,138.952,41.2657,35.2711,16.2938,51.544,16.2455,60.0046,180.543,58.7409,8.2153,0.202815,0.210605
-6294.12,0.822916,0.343667,2,0,45.3532,20.5212,139.927,43.4932,38.334,14.6604,48.8436,16.2385,66.4971,183.651,57.5433,7.11736,0.203703,0.212966
-6292.3,0.911508,0.343667,2,0,47.8696,24.3889,144.437,42.6468,38.4732,15.3725,49.5158,15.7045,63.2311,175.199,57.8924,7.28381,0.202351,0.216077
-6294.63,0.995308,0.343667,2,0,46.1604,26.0142,137.406,45.4243,36.5664,15.1174,50.6847,15.9635,61.4844,188.058,59.5407,7.11925,0.215549,0.211501
-6296.26,0.920266,0.343667,2,0,56.2247,21.9699,138.993,39.6464,35.8239,17.2644,49.9484,14.9002,62.8503,190.391,57.9389,7.88689,0.20093,0.218144
-6296.99,0.943182,0.343667,2,0,41.9992,24.2167,120.204,41.33,31.79,12.902,45.1298,14.0459,57.6973,171.054,54.2504,7.05947,0.211339,0.20104
-6294.58,1,0.343667,2,0,47.1966,26.2137,131.093,37.6958,31.5676,14.6713,45.1707,16.3951,56.2944,157.299,53.827,7.22214,0.20919,0.208966
-6295.11,0.872257,0.343667,2,0,46.2944,29.182,128.068,39.0118,30.9616,14.6861,46.6635,17.7159,55.9458,162.351,57.4917,7.21718,0.209112,0.216235
-6294.62,0.958433,0.343667,2,0,44.7782,29.0835,126.172,40.9695,31.8443,14.4608,47.5502,17.2455,57.8717,163.066,57.0944,7.55709,0.209668,0.21949
-6290.92,1,0.343667,2,0,49.9032,24.5322,130.251,41.1853,34.2499,14.3054,44.7762,15.1714,57.7878,168.014,54.6677,7.28194,0.208734,0.226207
-6292.9,0.914986,0.343667,3,0,44.0034,17.9068,120.766,40.8688,32.7028,13.8471,44.3929,14.5293,55.9313,161.659,56.2658,7.11635,0.208171,0.195434
-6295.31,0.829872,0.343667,2,0,46.517,21.6429,134.013,41.8722,29.9897,15.7783,48.6743,15.987,58.4995,171.685,62.3867,6.80236,0.212213,0.231399
-6293.07,0.924327,0.343667,2,0,46.6429,25.0828,131.075,42.4034,33.6543,16.1654,49.2504,15.9038,59.9977,173.491,61.7997,6.31817,0.215292,0.222515
-6293.03,0.933787,0.343667,3,0,45.6022,20.5678,134.287,39.5318,36.4745,17.0851,45.9886,15.2918,59.5362,169.035,55.3356,6.39321,0.208179,0.201504
-6292.65,0.993473,0.343667,2,0,46.4172,20.2565,135.616,39.7445,34.7994,16.9108,46.3019,16.5701,59.2309,172.039,55.1064,6.53682,0.208686,0.20229
-6294.42,0.929058,0.343667,2,0,50.4059,19.4139,118.772,42.3302,32.7752,14.7588,46.4634,14.9243,57.8448,163.052,51.8307,6.32824,0.205846,0.198203
-6292.45,0.997074,0.343667,2,0,49.8469,18.3537,125.927,40.4629,31.6755,14.2423,47.0046,14.2254,58.279,164.22,54.2726,6.32077,0.208353,0.195462
-6294.22,0.962053,0.343667,3,0,49.7669,22.632,118.645,39.2708,29.224,14.8224,42.8885,13.3595,56.3403,159.519,51.9309,6.07894,0.213707,0.204459
-6292.68,0.946728,0.343667,2,0,52.3561,23.0537,132.044,40.59,32.0555,14.9039,48.6876,13.0889,59.3802,171.522,49.2626,6.9826,0.203683,0.209331
-6290.2,1,0.343667,2,0,50.0297,25.1551,131.287,40.6523,33.2397,15.2465,48.3077,13.2556,59.2409,172.505,50.6264,7.15931,0.202948,0.204248
-6292.53,0.863669,0.343667,3,0,44.2347,17.3732,129.461,39.7301,34.2845,15.1445,45.8697,16.3913,58.6847,170.217,61.311,6.89949,0.208656,0.205375
-6291.21,0.965473,0.343667,2,0,48.973,28.8737,124.583,40.1833,31.6879,14.1836,45.6713,13.9337,56.1789,161.122,54.8806,6.77617,0.209209,0.203671
-6293.22,0.668319,0.343667,2,0,50.2933,17.2136,124.977,40.0478,29.9891,14.6252,47.1613,14.778,58.4072,164.142,52.5584,6.40351,0.205575,0.218881
-6292.2,0.951692,0.343667,2,0,48.3964,26.0431,124.322,36.1935,31.4431,14.1882,42.8772,14.6413,54.1314,155.327,53.9926,7.07501,0.210623,0.214672
-6292.2,0.821821,0.343667,2,0,48.3964,26.0431,124.322,36.1935,31.4431,14.1882,42.8772,14.6413,54.1314,155.327,53.9926,7.07501,0.210623,0.214672
-6291.08,0.965894,0.343667,2,0,44.1451,19.1352,125.318,40.9404,34.5374,14.9835,47.7736,13.8047,57.7203,163.133,51.6878,6.97249,0.204469,0.209507
-6290.51,0.95731,0.343667,2,0,51.0792,23.1202,127.607,38.846,33.279,15.7947,48.3583,14.7921,61.4956,169.124,58.853,7.4535,0.206574,0.20134
-6291.27,0.981851,0.343667,2,0,47.6459,17.4745,134.325,38.9894,36.1875,16.2462,46.9407,15.3393,58.3845,176.298,55.0637,7.0729,0.204715,0.214449
-6294.59,0.956845,0.343667,2,0,47.1653,20.9985,129.858,39.0965,32.7607,16.0586,48.0845,18.3701,58.7946,166.704,56.5918,6.6496,0.215175,0.213197
-6292.16,0.972512,0.343667,2,0,46.2773,22.3184,133.081,40.4418,36.1005,14.0759,45.0269,15.5,59.3633,170.842,57.9324,6.10464,0.210795,0.215804
-6298.38,0.862755,0.343667,2,0,45.5341,32.9505,122.195,37.7233,30.7079,14.97,48.0129,12.7174,57.6792,172.393,55.9179,7.80514,0.204646,0.185659
-6291.94,1,0.343667,2,0,44.8452,27.8251,130.942,39.4111,36.347,13.5094,46.0679,14.1277,57.4238,166.302,56.4465,7.51233,0.204936,0.201052
-6294.17,0.912473,0.343667,2,0,52.4099,17.3191,132.868,43.3207,31.1814,15.4689,49.5759,14.35,61.9435,169.27,53.8049,7.37335,0.213295,0.207052
-6293.91,0.991705,0.343667,2,0,47.2698,30.0012,136.025,37.7589,38.4979,15.91,46.3698,14.8007,59.3544,167.986,59.0761,7.72042,0.203293,0.209892
-6294.35,0.99674,0.343667,2,0,47.8078,20.0696,131.153,43.2226,35.5687,15.679,49.5367,12.5007,60.3102,181.597,52.7617,6.51463,0.204239,0.200284
-6292.59,0.994581,0.343667,2,0,55.0195,28.3562,149.108,43.6862,36.3398,16.9991,52.2609,16.3128,68.248,191.283,63.103,7.9189,0.20534,0.214745
-6292.07,0.861112,0.343667,2,0,48.1494,22.0328,132.323,40.2796,35.3304,15.3912,49.7039,16.1034,59.7515,181.665,62.7266,6.76091,0.209951,0.205895
-6298.78,0.828558,0.343667,2,0,41.3097,25.1765,142.644,43.4362,31.9761,17.5609,48.2885,14.1007,62.9669,178.438,56.0866,7.33258,0.213268,0.197177
-6295.97,1,0.343667,2,0,48.3002,27.2455,129.615,38.5122,33.0087,18.2395,47.6159,14.1505,58.7104,176.528,55.2202,7.02844,0.216982,0.20082
-6293.22,1,0.343667,2,0,49.6517,26.026,128.614,39.14,32.0674,17.2943,47.4066,13.4178,58.9528,173.05,53.3107,6.92537,0.215618,0.202682
-6292.35,0.978261,0.343667,2,0,49.1796,23.7288,137.279,41.9846,39.4543,16.6461,48.2695,13.7939,63.3581,175.274,59.6409,6.32648,0.206183,0.219503
-6292.48,0.83751,0.343667,2,0,46.9523,24.2285,133.557,45.6317,34.5627,16.5046,49.2968,13.0908,62.4538,178.59,58.6954,7.69218,0.213049,0.201883
-6296.57,0.928939,0.343667,2,0,46.6622,19.4146,136.724,41.3319,34.3416,14.0957,48.5003,12.9099,63.5135,179.503,54.7454,7.59662,0.214362,0.189899
-6296.29,0.991687,0.343667,2,0,49.2163,24.0364,137.065,42.9234,36.8186,17.6128,51.0071,17.374,62.856,182.482,62.9022,6.98564,0.194623,0.221249
-6300.81,0.591259,0.343667,1,0,47.8934,26.6086,144.399,39.371,33.617,16.5005,49.4454,17.8427,61.3191,186.135,57.5036,6.89265,0.193085,0.220088
-6299.17,0.938793,0.343667,2,0,42.9138,24.7768,120.554,43.268,34.3778,13.9756,47.0279,16.3026,58.5137,157.039,54.703,6.46689,0.206587,0.200689
-6296.11,1,0.343667,2,0,42.0749,24.4215,126.895,38.4605,34.042,13.4436,43.2212,14.6246,57.9665,171.195,52.0637,6.31839,0.205419,0.205379
-6297.36,0.949962,0.343667,2,0,48.0048,26.7529,120.324,38.0469,33.309,14.4748,46.9856,11.7608,54.6549,155.736,52.4311,6.34407,0.199447,0.201789
-6301.53,0.989688,0.343667,3,0,43.6923,21.5933,122.032,38.0662,32.1456,12.3033,41.8782,12.4037,54.7887,165.987,57.9082,6.02916,0.208027,0.191802
-6296.98,0.929474,0.343667,2,0,45.8842,26.5011,113.126,34.3606,30.3293,14.7644,43.5167,14.449,54.539,152.512,49.39,5.79875,0.205719,0.20527
-6301.98,0.775707,0.343667,2,0,44.4897,24.3846,114.986,37.6415,34.2409,13.448,40.5914,15.8391,52.053,152.42,53.6865,6.089,0.209629,0.186067
-6296.78,0.892473,0.343667,3,0,45.7537,20.4199,136.458,40.8694,31.9082,15.7052,48.1631,12.1078,60.0613,171.941,50.4184,7.69321,0.198657,0.218627
-6294.9,0.967208,0.343667,2,0,50.0059,18.8838,131.638,40.3781,37.363,14.7842,49.5951,14.8206,63.0345,177.859,58.7189,6.6959,0.217131,0.197255
-6297.08,0.937215,0.343667,2,0,49.1568,30.9351,128.542,41.6001,32.9039,15.8337,48.6564,14.9934,58.8814,170.202,55.5937,6.11974,0.19504,0.223121
-6292.25,0.849148,0.343667,2,0,45.9532,16.8659,131.979,39.6336,35.3611,16.0543,47.5892,15.671,59.4862,173.648,55.6256,7.40867,0.200935,0.193328
-6292.55,0.904405,0.343667,2,0,46.5697,22.247,128.587,38.6671,33.0919,16.66,46.2932,15.5228,56.8073,168.025,54.3666,6.48244,0.199568,0.220289
-6293.38,0.907993,0.343667,3,0,52.325,19.656,132.426,38.9988,36.531,14.0525,46.8936,16.0783,61.2279,169.664,56.989,8.38058,0.217566,0.219323
-6298.32,0.865337,0.343667,2,0,43.2762,20.9807,133,48.9949,34.2524,15.5269,48.7064,15.2118,58.4371,174.774,55.4073,8.8093,0.21129,0.213735
-6294.68,0.978984,0.343667,2,0,45.5575,27.3345,122.176,41.5321,35.017,15.9681,44.9125,16.1498,58.2786,160.969,57.1139,8.24058,0.210892,0.210222
-6292.26,1,0.343667,2,0,49.0414,25.228,135.711,37.606,36.6102,15.2059,47.2182,14.8029,56.9425,172.805,59.8542,7.50045,0.207095,0.228189
-6293.12,0.971783,0.343667,2,0,49.1141,26.0474,135.923,36.6949,35.7337,14.5565,46.6822,15.386,57.688,174.4,58.5452,7.45175,0.208406,0.227368
-6291.72,0.978159,0.343667,2,0,50.299,22.6,133.68,40.5349,32.3168,14.9563,45.9113,15.7501,59.8955,165.26,60.5941,7.78893,0.214386,0.219126
-6291.19,0.988964,0.343667,2,0,46.8435,21.2886,125.779,40.1667,34.5922,14.0664,46.0556,16.5787,58.3182,170.892,54.9365,7.31718,0.212336,0.217066
-6293.58,0.876022,0.343667,2,0,44.6139,23.9544,132.918,39.0527,29.861,14.4088,44.5719,15.0587,58.9654,163.082,52.8903,7.65495,0.214756,0.20779
-6294.1,0.863095,0.343667,2,0,50.2076,23.3013,128.403,39.7019,38.5873,16.0381,45.2411,13.3708,57.7847,160.932,58.7347,6.8096,0.210613,0.230492
-6297.03,0.922515,0.343667,2,0,49.4968,25.7639,125.106,39.3582,27.6074,13.4902,45.0555,15.3881,54.9891,158.817,54.3696,8.52729,0.210156,0.214906
-6292.96,0.978124,0.343667,2,0,50.1339,27.86,125.329,40.3771,32.4338,14.0302,46.6981,15.8278,56.0444,166.497,54.6855,7.26407,0.209971,0.225571
-6292.44,0.93152,0.343667,3,0,51.6053,28.2177,125.61,40.2276,32.6657,14.2962,48.0049,15.9654,58.2429,164.788,55.2084,7.38422,0.210007,0.219093
-6292.14,0.930529,0.343667,3,0,49.0501,23.1687,137.483,44.0898,35.9743,14.8836,53.8698,15.6343,63.3926,185.577,58.089,7.95726,0.201577,0.212446
-6294.27,0.971516,0.343667,2,0,48.6068,28.4466,142.636,42.1612,34.1114,17.2319,48.5165,13.0232,64.4883,184.434,62.1115,7.08715,0.207657,0.203236
-6297.26,0.731101,0.343667,2,0,48.7358,27.254,137.376,39.1928,28.9323,14.9951,51.2582,13.7357,62.3874,186.34,61.7643,7.39811,0.208805,0.207343
-6296.26,0.978608,0.343667,2,0,48.4926,23.6617,142.421,37.4229,30.2545,15.0067,51.1848,14.3468,63.4256,175.647,59.7749,8.03965,0.207494,0.209998
-6298.66,1,0.343667,2,0,52.8542,37.7852,130.871,44.3118,35.8226,15.6508,46.7767,15.5301,59.5452,177.948,58.9035,7.00216,0.215582,0.214269
-6300.58,0.970925,0.343667,2,0,50.3701,41.0521,128.86,45.1721,32.5631,16.0225,47.538,16.1379,60.3023,173.978,59.7721,6.82775,0.210044,0.211215
-6303.75,0.745886,0.343667,2,0,49.1809,37.8007,141.631,42.6505,31.2654,16.5344,44.6916,15.1576,61.853,173.548,61.6503,7.01322,0.205709,0.210942
-6299.39,1,0.343667,2,0,50.6385,36.0389,138.564,42.9231,31.1389,16.6466,45.736,15.6566,62.8576,178.879,58.7534,7.10462,0.204025,0.209753
-6304.4,0.625969,0.343667,2,0,44.6811,15.9014,132.012,43.5871,39.2238,14.839,51.6481,12.9228,58.2569,164.321,60.7508,7.36907,0.205297,0.208348
-6300.79,0.937841,0.343667,2,0,44.0855,22.6242,127.935,40.2581,36.6267,13.4634,44.1845,14.7016,63.1854,178.554,53.6188,6.71834,0.201385,0.195249
-6299.09,1,0.343667,2,0,47.6111,27.231,132.3,42.0771,30.5451,15.5132,51.3464,14.9442,56.6466,170.047,55.8521,8.34986,0.206993,0.191474
-6296.64,0.980181,0.343667,2,0,47.4691,15.1861,129.932,39.3435,32.6602,14.463,44.5776,15.1024,61.6336,177.459,56.5677,7.53195,0.205596,0.209356
-6296.33,1,0.343667,2,0,48.6689,20.4658,130.443,42.4351,34.2658,14.5998,48.2866,11.7499,56.2776,161.351,52.0446,7.44611,0.209131,0.207768
-6294.96,1,0.343667,2,0,46.4005,21.0972,129.083,43.0837,34.0196,14.5981,47.869,11.8585,56.5169,164.471,51.2738,7.52336,0.212243,0.205195
-6295.36,0.993831,0.343667,3,0,43.1631,26.4602,135.421,41.9315,33.6082,15.5238,49.9187,15.3101,59.387,177.68,51.8361,6.91733,0.202415,0.225085
-6292.57,1,0.343667,2,0,48.5584,28.6097,132.777,41.4883,33.682,15.7505,45.7736,14.4115,59.0621,165.888,58.8833,7.09888,0.221537,0.214158
-6294.47,0.945228,0.343667,2,0,44.3849,18.9552,128.691,40.7423,35.032,14.8401,47.8085,11.0374,59.2722,168.723,56.2132,6.71821,0.206923,0.206163
-6294.97,0.79242,0.343667,2,0,43.8181,30.6389,133.75,37.6762,36.2581,15.2902,47.3494,12.977,57.3859,170.796,52.4281,6.66315,0.212196,0.203672
-6294.97,0.643603,0.343667,1,0,43.8181,30.6389,133.75,37.6762,36.2581,15.2902,47.3494,12.977,57.3859,170.796,52.4281,6.66315,0.212196,0.203672
-6296.03,0.985001,0.343667,2,0,50.0909,14.4739,122.876,41.2719,30.1629,15.928,44.632,15.3208,56.4892,160.039,58.1111,7.3431,0.210808,0.222329
-6299.09,0.909104,0.343667,3,0,45.0564,35.1042,133.849,38.0008,37.6304,14.145,45.4193,15.1178,61.2403,170.167,51.36,6.89646,0.217007,0.209619
-6290.44,0.982126,0.343667,2,0,48.8738,21.2161,128.356,40.1451,34.2414,15.9192,45.4975,16.1772,56.3355,163.747,55.8261,6.78589,0.212904,0.224001
-6295.69,0.802214,0.343667,2,0,46.1155,18.0308,130.41,39.6821,36.5761,17.1059,45.459,14.6226,57.5669,169.14,49.3863,7.73452,0.221611,0.214628
-6293.77,0.938089,0.343667,2,0,48.5437,19.8608,126.586,39.7891,33.5784,15.3168,46.3287,14.1605,53.9677,160.974,60.4229,7.17412,0.216887,0.227128
-6294.9,0.864624,0.343667,2,0,49.3816,20.1695,128.504,40.2338,31.6441,15.6141,45.5218,14.439,54.0351,167.052,60.1964,7.21132,0.219538,0.228281
-6297.4,0.977646,0.343667,2,0,48.9834,17.2739,126.056,36.8111,38.5176,16.33,45.2217,14.2593,58.4935,160.37,60.2755,6.42457,0.219151,0.223288
-6297.27,0.982802,0.343667,2,0,46.9838,17.0476,122.543,35.7428,37.9999,15.5919,44.201,14.3465,57.9667,167.003,61.494,6.64211,0.212775,0.216975
-6294.68,0.989388,0.343667,2,0,42.2955,19.6406,129.496,37.8651,36.0053,14.3912,47.5006,15.595,56.4243,163.276,60.9255,7.13776,0.204224,0.206724
-6293.05,1,0.343667,2,0,45.4461,17.468,124.577,38.9898,34.4259,13.9611,44.8456,13.9637,57.6708,170.669,59.5452,6.93857,0.210185,0.202314
-6291.3,0.953911,0.343667,2,0,48.2721,23.6556,131.28,37.8021,35.2761,15.7445,46.3243,13.5832,57.4448,161.158,51.8608,7.33478,0.212109,0.220811
-6292.36,0.98585,0.343667,3,0,44.4231,21.3649,119.936,40.023,30.8682,13.915,44.8063,14.8458,56.1773,155.956,56.4175,6.56548,0.207208,0.204263
-6291.18,0.999534,0.343667,3,0,47.4033,21.9234,128.54,37.7354,35.9735,15.9083,47.635,13.7652,57.9691,164.72,52.7304,8.03549,0.212563,0.22059
-6292.27,0.990036,0.343667,3,0,45.3806,21.1893,122.001,37.8876,32.5994,13.9374,46.3379,14.6402,56.0358,164.267,49.7455,6.07145,0.207362,0.20337
-6293.2,0.658389,0.343667,2,0,45.4302,21.8834,125.439,36.1241,31.5586,14.8898,46.6678,14.8978,55.7862,160.109,52.3014,6.20104,0.20825,0.198291
-6293.37,0.997352,0.343667,2,0,41.7855,22.1774,126.092,37.4929,33.3849,15.1623,43.9844,14.0275,58.5196,168.759,51.4908,6.27078,0.210773,0.206028
-6292.64,0.981825,0.343667,2,0,52.8091,20.7166,124.796,38.5154,33.306,15.0516,46.92,14.5568,55.5918,167.583,55.0426,7.84725,0.198516,0.202815
-6300.12,0.881308,0.343667,3,0,44.9281,27.4488,142.729,49.7479,42.7367,15.6848,51.7192,15.5104,62.7538,186.734,57.2348,6.99656,0.213969,0.210892
-6295.11,1,0.343667,2,0,54.8336,20.3999,141.831,42.5916,34.0347,17.7599,50.2234,16.678,65.0342,182.455,55.7558,8.88315,0.215005,0.212507
-6294.16,0.758268,0.343667,2,0,46.5217,24.1983,136.024,44.9379,38.3154,15.3792,50.1891,13.1935,61.9484,188.165,61.4364,7.96829,0.208296,0.211463
-6298.02,0.952467,0.343667,2,0,46.8219,32.6813,143.722,43.0837,40.6483,15.868,50.4716,15.7056,61.0343,176.52,62.1333,8.60378,0.198544,0.216445
-6295.28,1,0.343667,2,0,46.3499,30.6729,140.118,44.2805,38.3776,16.672,49.5838,15.628,61.2543,176.98,62.1695,8.35855,0.197889,0.217567
-6290.57,0.92087,0.343667,2,0,52.5551,25.5951,133.475,39.5634,36.8148,15.5261,49.2652,15.6047,63.3229,177.527,57.3578,7.03647,0.214008,0.21818
-6293.13,0.891312,0.343667,2,0,46.7248,17.0725,136.334,42.4818,32.7601,16.0118,46.2333,15.8779,57.2797,174.787,55.3012,6.88319,0.210579,0.213837
-6298.5,0.606346,0.343667,2,0,50.2218,25.8412,124.017,40.7102,33.9312,15.8847,49.0199,15.5556,62.8887,181.811,48.7675,7.60967,0.203561,0.199645
-6295.13,1,0.343667,2,0,50.7311,23.6065,139.289,42.341,34.1424,14.6724,49.3799,13.0129,62.2615,174.622,50.7805,6.98637,0.20164,0.192512
-6295.17,1,0.343667,2,0,50.0443,25.6523,134.416,38.3619,33.5168,14.9554,49.1809,13.3319,61.0254,184.566,54.3651,6.72873,0.19589,0.187017
-6290.53,0.999732,0.343667,3,0,45.0505,26.471,124.822,39.6538,33.1594,15.919,46.369,13.4519,58.2014,165.58,59.4862,6.85524,0.203782,0.208131
-6292.37,0.930738,0.343667,2,0,44.2084,21.5248,134.518,40.57,37.3453,16.4572,48.4403,12.2482,59.4248,173.527,53.7649,7.11836,0.206472,0.211104
-6291.95,0.967586,0.343667,2,0,50.4822,26.5448,134.567,41.8445,33.6599,14.5594,48.8529,15.868,62.9405,178.8,62.9698,8.76332,0.206463,0.211613
-6290.02,0.891891,0.343667,2,0,47.3578,22.1354,138.33,44.5945,34.7093,14.9621,49.2295,13.7843,59.8601,176.004,57.3504,7.35847,0.211327,0.212672
-6292.77,0.767151,0.343667,2,0,48.3081,21.0695,137.491,43.7081,34.0631,14.634,49.4568,12.997,60.2032,182.681,58.764,7.31387,0.213846,0.20646
-6296.66,0.97869,0.343667,2,0,52.233,22.996,128.372,39.8115,34.2458,14.9989,47.5666,18.7724,61.2383,175.364,56.5037,6.15423,0.20258,0.213179
-6296.47,0.979031,0.343667,3,0,52.1982,18.0834,142.612,37.461,34.5986,14.8653,49.0645,17.4299,61.7509,174.838,62.2008,7.26454,0.203957,0.216321
-6298.34,0.977433,0.343667,1,0,51.7171,17.804,142,37.2903,34.0239,14.169,48.6372,18.2925,62.2095,180.461,61.1575,6.91861,0.203608,0.213154
-6291.29,0.968455,0.343667,2,0,47.9129,29.6919,132.321,41.1408,36.8795,14.239,49.7491,15.9388,62.1638,176.123,58.1496,6.94741,0.210257,0.212404
-6292.94,0.872316,0.343667,2,0,47.329,27.4763,133.639,42.5891,36.3498,16.0829,46.2481,13.409,60.7271,171.247,62.0116,7.59675,0.217722,0.211187
-6288.44,0.967822,0.343667,2,0,49.6347,24.7711,137.845,40.2459,37.0799,15.2905,48.9702,14.3551,61.0036,177.571,55.1332,7.56282,0.208027,0.206629
-6292.53,0.775605,0.343667,2,0,47.2548,17.0557,135.902,40.89,33.9591,14.7811,49.7383,14.8722,61.1144,178.323,58.2534,6.28126,0.205203,0.220728
-6292.2,0.970469,0.343667,2,0,47.1543,18.9463,130.976,41.4946,31.2924,14.8944,49.728,15.0697,63.5989,175.202,56.9623,6.63146,0.206682,0.21505
-6291.27,0.958974,0.343667,2,0,47.9766,19.8742,134.462,40.1453,32.1644,14.917,48.9049,16.0501,63.7215,176.307,58.6009,6.75243,0.211891,0.215132
-6291.52,0.908101,0.343667,2,0,46.4011,19.6171,136.075,39.2953,33.8489,14.6367,48.6162,16.4278,61.7554,177.658,58.2062,6.64134,0.210895,0.219417
-6290.38,0.988117,0.343667,2,0,49.3411,22.3151,132.371,39.4214,35.6008,14.2156,45.3974,13.9998,58.8729,164.659,56.9885,6.5325,0.210221,0.218992
-6290.38,0.676526,0.343667,2,0,49.3411,22.3151,132.371,39.4214,35.6008,14.2156,45.3974,13.9998,58.8729,164.659,56.9885,6.5325,0.210221,0.218992
-6291.55,0.933901,0.343667,3,0,52.664,29.8313,135.613,40.6085,37.2663,14.8992,50.8391,14.1926,60.9515,174.03,58.5057,7.35517,0.202042,0.212233
-6294.08,0.87939,0.343667,2,0,45.1028,26.2499,129.415,42.6115,30.0039,16.8796,47.7313,16.1196,61.8945,176.444,54.6228,7.9393,0.206711,0.202202
-6295.44,0.907935,0.343667,2,0,45.9325,23.5661,132.58,36.7514,36.8334,14.8175,48.0325,16.0869,61.3008,170.815,48.9523,8.3895,0.212029,0.209081
-6291.75,0.911612,0.343667,2,0,45.8612,22.4022,124.981,40.0828,32.9101,12.9914,45.9005,15.1031,55.6777,161.121,54.1397,7.1955,0.206084,0.222096
-6290.54,0.933188,0.343667,3,0,49.112,21.9748,135.507,38.5499,34.1003,16.8728,47.9809,13.4113,58.673,173.97,57.2489,7.34693,0.210804,0.203827
-6291.81,0.925238,0.343667,2,0,52.5387,26.0355,133.974,43.5887,38.9251,17.1588,49.4987,15.8651,63.2203,181.155,54.8544,7.76417,0.206892,0.215698
-6294.55,0.948156,0.343667,2,0,53.0288,25.8614,134.872,45.7766,40.9548,16.8684,50.4715,16.0446,60.526,180.75,55.1691,8.2173,0.206353,0.213496
-6292.26,0.925977,0.343667,2,0,52.9199,22.1305,138.169,42.5993,36.2277,17.4182,52.5902,14.0619,60.4654,181.954,59.8004,7.68523,0.208853,0.211048
-6292.75,0.922286,0.343667,2,0,51.5419,23.5879,135.715,43.134,34.8663,16.5781,45.8721,14.8511,63.9086,176.386,60.2128,7.51624,0.206018,0.213235
-6291.56,0.940124,0.343667,1,0,52.0244,21.5238,136.29,42.1995,34.6722,14.8382,47.7517,13.706,65.176,175.14,57.03,7.78326,0.206201,0.210381
-6292.8,0.893789,0.343667,2,0,52.8382,24.4062,140.578,41.4892,39.9893,15.5076,51.6495,14.9551,59.9229,181.505,60.6366,8.08113,0.203625,0.223648
-6289.11,0.997747,0.343667,2,0,47.063,23.1517,128.836,40.5472,31.5947,15.6576,46.3028,14.9951,59.7716,168.578,54.9008,6.82609,0.214971,0.213055
-6291.82,0.946876,0.343667,2,0,44.0245,17.5722,128.52,38.2451,36.4366,15.4289,46.3575,13.2371,56.6856,165.626,58.8161,6.69632,0.208996,0.21399
-6293.29,0.730413,0.343667,2,0,50.8893,17.9501,122.328,39.9491,33.9046,15.7699,47.1864,13.1177,55.7754,167.438,57.2635,7.59266,0.207231,0.217167
-6293.52,1,0.343667,2,0,45.4913,30.2432,136.629,40.0695,35.0722,14.8801,45.7227,14.9957,61.1461,174.588,54.1876,6.3434,0.210426,0.215405
-6295,0.958114,0.343667,3,0,52.2264,17.686,143.316,40.4135,34.4911,16.5218,49.2172,14.1688,63.0745,178.89,57.2681,8.52462,0.198906,0.203555
