# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_bigC_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 121
# output
#   file = ../output/12taxa_mid_comp_v0.1_vary_psi_bigC_c1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,gamma
-6278.29,0.90264,0.318503,3,0,65.5191,25.7809,137.097,55.4739,39.0291,21.1694,47.3395,14.3633,71.3877,173.071,57.0443,8.00117,0.421385,0.254578,0.177787,1.45148,0.205721,0.384878,0.224449,0.244287,0.346504,0.15414,0.27912,0.243646,0.204335
-6278.49,0.609508,0.318503,2,0,68.6006,22.3535,127.88,54.6096,38.2299,21.1195,48.923,15.7218,71.2462,166.152,60.1703,8.02479,0.6597,0.237201,0.182758,1.76129,0.21091,0.721843,0.209431,0.220574,0.317962,0.15213,0.24893,0.139714,0.213499
-6279.43,0.950277,0.318503,3,0,57.3906,18.5192,124.606,46.1104,31.4077,16.034,43.2476,12.8309,71.1352,157.697,55.4285,8.2229,0.585759,0.314473,0.191343,1.73912,0.211866,0.321721,0.195741,0.180069,0.389612,0.151104,0.284887,0.517271,0.201633
-6281.61,0.872603,0.318503,3,0,53.1359,18.8626,122.45,53.8521,32.8755,17.3947,44.2085,14.6518,68.7701,153.76,61.7932,11.2657,0.246905,0.315786,0.181889,1.79568,0.212701,0.271544,0.201234,0.16032,0.435926,0.159509,0.260131,1.62369,0.213868
-6285.51,0.719958,0.318503,3,0,62.5827,23.0871,116.512,41.8427,32.2536,20.2496,42.7287,15.0692,59.3881,151.131,56.2579,7.13534,0.504754,0.236828,0.201031,0.262043,0.210453,1.22763,0.203469,0.221939,0.311405,0.153622,0.249561,0.140718,0.185119
-6277.6,0.986728,0.318503,3,0,54.0248,21.4689,129.757,58.1282,32.6994,21.1435,45.8783,14.003,73.2063,161.72,61.32,9.90355,0.245355,0.306041,0.189821,1.81555,0.209757,1.47647,0.196026,0.188323,0.423506,0.159276,0.283159,1.35795,0.206967
-6280.98,0.944268,0.318503,3,0,50.797,20.6272,128.503,54.4031,33.2954,21.4397,44.3664,13.0892,75.2009,164.807,62.2135,10.3612,0.337013,0.221619,0.181199,1.82513,0.220178,1.76714,0.189604,0.18973,0.35234,0.160635,0.292112,0.541867,0.19775
-6278.66,0.192117,0.318503,3,0,61.344,26.973,137.863,49.7613,34.7145,18.1202,46.7373,16.0627,74.3011,173.504,58.6537,9.70953,0.57184,0.309987,0.203915,1.64376,0.192273,0.245504,0.208342,0.2221,0.324241,0.15285,0.257904,1.26819,0.196668
-6278.29,0.965642,0.318503,3,0,57.803,24.2049,123.553,55.8299,35.1309,16.9142,46.2971,14.7608,67.6529,156.475,57.7057,9.77887,0.358188,0.318478,0.171385,1.57906,0.214457,0.317505,0.209664,0.160007,0.373012,0.157569,0.250417,1.16993,0.223405
-6280.84,0.842221,0.318503,3,0,63.064,17.6693,130.336,46.2482,33.4176,21.0335,44.3547,12.6731,67.7154,158.63,63.8749,9.39962,0.46773,0.272743,0.211453,0.802152,0.207116,0.524431,0.199642,0.174719,0.353816,0.157416,0.263306,0.289723,0.173362
-6278.97,0.441055,0.318503,3,0,59.3509,18.3305,130.099,55.2194,36.2347,18.0344,45.9991,14.7854,67.3868,165.878,57.3563,9.14234,0.372619,0.268062,0.202696,0.627664,0.202158,0.45735,0.189096,0.190787,0.340875,0.161118,0.255043,1.83934,0.167347
-6279.25,0.642658,0.318503,2,0,63.4846,20.1216,129.116,57.0847,35.5516,18.1993,45.8251,13.0355,70.8433,164.568,56.5976,11.1698,0.389091,0.258601,0.18395,0.903736,0.201246,0.367624,0.188751,0.176741,0.323972,0.16582,0.264492,0.718402,0.170898
-6277.71,0.937172,0.318503,3,0,53.4839,22.0302,134.523,58.0523,36.5828,21.2406,45.4112,16.1548,70.4005,166.854,57.8217,8.6113,0.472437,0.270565,0.205036,0.806126,0.205196,0.592247,0.223779,0.204979,0.367745,0.161766,0.268061,0.877815,0.221288
-6282.62,0.761461,0.318503,2,0,61.1423,22.9219,123.303,44.328,34.9461,22.4167,46.4061,17.2998,67.3373,154.654,56.9773,10.6391,0.315603,0.249627,0.194808,0.610908,0.196769,0.7952,0.210154,0.27403,0.349967,0.172172,0.254233,1.52874,0.215358
-6277.43,0.827174,0.318503,2,0,52.88,18.4737,128.421,53.8077,35.6011,17.9597,44.021,16.4217,71.1878,165.374,54.6627,8.40564,0.565348,0.290274,0.185304,0.642749,0.221141,0.340971,0.200298,0.254872,0.370093,0.155937,0.277754,0.849712,0.209125
-6279.74,0.931484,0.318503,3,0,55.238,22.0497,122.104,50.7635,34.0645,20.1235,46.7086,15.7444,68.178,155.984,62.7782,11.0332,0.26998,0.354693,0.182083,0.830198,0.195581,0.659802,0.207716,0.295806,0.337254,0.139844,0.25791,1.43259,0.194069
-6272.86,0.831404,0.318503,3,0,65.973,19.3256,132.384,53.236,35.3944,16.1552,47.7045,14.8569,69.4187,166.427,60.8666,9.71895,0.63365,0.298113,0.187987,0.962605,0.220105,0.302622,0.206544,0.167059,0.346616,0.161231,0.276742,0.647103,0.200946
-6273.62,0.879362,0.318503,3,0,51.6837,24.4537,127.238,49.4778,34.5471,21.0927,44.1802,15.551,66.764,153.146,62.9724,10.3767,0.268788,0.254535,0.183638,1.04741,0.214985,0.906978,0.200855,0.231175,0.363183,0.154778,0.271695,1.40611,0.203623
-6278.96,0.745589,0.318503,2,0,59.5864,24.1733,117.167,49.0265,36.3262,19.5854,42.0786,13.5334,66.461,148.213,52.3616,8.78794,0.834231,0.24611,0.175747,0.720702,0.235026,0.739531,0.211188,0.194453,0.311528,0.156554,0.246887,0.664862,0.193412
-6284.45,0.959907,0.318503,3,0,57.8672,21.8611,112.894,46.4487,35.4566,19.5668,40.242,12.5862,63.8427,150.068,53.97,10.4743,0.487202,0.226966,0.180438,0.65807,0.203931,1.07902,0.200692,0.267874,0.426621,0.149927,0.314492,1.37945,0.200883
-6282.72,0.859864,0.318503,3,0,50.1624,21.4552,143.271,58.2426,30.5182,18.4162,49.5585,14.0353,66.2607,168.682,59.7645,10.1447,0.277691,0.360006,0.196509,1.07199,0.221152,0.292842,0.197897,0.171735,0.263752,0.163742,0.274732,1.76894,0.194107
-6282.17,0.835249,0.318503,2,0,51.8623,21.3836,139.771,61.0347,31.1708,17.9815,49.3235,14.4544,65.8764,175.247,59.8329,9.48116,0.239232,0.364861,0.19764,1.08212,0.22485,0.289686,0.192836,0.168805,0.261631,0.16124,0.268475,1.77726,0.194583
-6282.21,0.986476,0.318503,2,0,51.7106,22.2239,135.063,62.6998,31.646,18.5149,49.676,15.2753,65.8358,168.604,60.1803,9.51606,0.310139,0.363113,0.193206,1.07727,0.217881,0.353585,0.186728,0.172057,0.250791,0.15879,0.233974,1.4751,0.198024
-6276.32,0.77983,0.318503,3,0,56.8571,21.3292,112.969,47.5356,32.243,17.8796,43.234,13.8971,68.0891,148.559,60.4109,9.63654,0.588095,0.223995,0.188516,0.781391,0.211528,0.661874,0.210876,0.235168,0.455967,0.154189,0.277253,1.20273,0.200271
-6277.88,0.96475,0.318503,2,0,58.3905,23.6196,115.292,49.8666,31.9576,19.3013,42.7116,14.5134,65.7222,146.284,62.7744,9.30009,0.522401,0.215916,0.175788,0.617642,0.202165,0.613805,0.212865,0.240232,0.458715,0.1565,0.312945,1.15729,0.1954
-6275.17,0.941786,0.318503,2,0,53.8563,22.6675,123.467,48.7854,36.4357,21.1585,44.4265,15.7556,72.9818,165.354,53.5899,10.566,0.394302,0.300725,0.176037,0.789378,0.220613,0.534862,0.213121,0.211635,0.340365,0.145665,0.267771,1.16059,0.191323
-6275.11,1,0.318503,2,0,53.0409,22.9068,125.984,51.1514,36.9729,21.1274,45.0466,15.3591,71.3233,158.808,57.0173,11.0907,0.389811,0.290819,0.174819,1.02792,0.226471,0.5684,0.212249,0.204037,0.353419,0.143418,0.250696,1.23241,0.180617
-6275.85,0.915806,0.318503,3,0,51.1521,28.2679,127.48,52.6106,30.1993,17.0448,44.3689,13.5856,67.9241,159.142,61.2152,9.13359,0.305998,0.274592,0.212399,0.519344,0.22911,0.354687,0.19732,0.189942,0.374799,0.146327,0.280617,0.607303,0.189424
-6277.5,0.811699,0.318503,3,0,59.2854,20.3751,132.176,51.9508,34.887,21.1643,46.7422,14.874,63.9726,165.769,57.8912,9.14683,0.43375,0.282581,0.216141,1.09733,0.202587,0.922825,0.192584,0.21314,0.319005,0.181095,0.253844,1.87871,0.205578
-6280.03,0.56979,0.318503,2,0,51.715,19.1407,126.916,56.1498,36.312,21.0431,45.4684,14.0823,68.7191,171.502,59.8489,9.37631,0.245177,0.371246,0.177056,1.03151,0.215238,1.11725,0.188915,0.170266,0.324285,0.151451,0.278132,0.469582,0.207369
-6283.74,0.803557,0.318503,3,0,55.8391,22.914,137.633,49.322,33.5221,20.713,49.1535,14.0202,72.6563,184.348,60.1035,6.75223,0.336813,0.243378,0.214315,0.741785,0.178482,0.425136,0.203708,0.156988,0.306514,0.158276,0.275972,0.138634,0.18416
-6276.85,0.732675,0.318503,3,0,60.351,23.7902,139.808,52.124,33.7631,20.1802,51.0466,15.1811,70.0254,173.19,67.6176,8.17501,0.601353,0.254455,0.192582,0.531749,0.181318,0.416178,0.199928,0.182923,0.290718,0.158001,0.250003,0.180585,0.188973
-6276.92,0.910024,0.318503,2,0,66.8597,28.03,133.638,55.2814,36.2791,20.4042,47.3133,13.2347,75.0861,176.438,58.362,6.20153,0.348708,0.263311,0.177242,0.763812,0.207975,0.563812,0.20517,0.184275,0.34391,0.150319,0.277147,0.134843,0.209315
-6278.96,0.920396,0.318503,2,0,63.312,26.2768,136.296,53.4671,37.3598,21.1066,50.0488,13.7192,71.7609,172.814,64.3057,7.97926,0.701467,0.29595,0.175641,0.624675,0.210296,0.368052,0.209879,0.182455,0.363071,0.16005,0.217095,0.11751,0.193451
-6278.14,0.900416,0.318503,3,0,58.6237,21.3528,138.614,53.2009,37.4371,21.9478,46.4695,16.5292,69.2223,163.729,56.1423,7.04927,0.428575,0.292054,0.185066,0.707415,0.20646,0.809529,0.202137,0.228393,0.326388,0.137604,0.298802,0.193011,0.188771
-6276.61,0.996093,0.318503,2,0,50.0993,19.1705,134.812,54.228,36.3971,22.6122,47.9405,15.3933,72.2123,169.683,62.5066,7.65586,0.231966,0.336269,0.207009,0.633456,0.188965,0.63325,0.202455,0.212364,0.309351,0.146942,0.225264,0.22107,0.204821
-6273.77,0.889111,0.318503,2,0,48.0493,18.9707,137.585,54.8546,36.3383,22.7589,48.0888,16.1012,71.3937,169.93,60.5848,7.87783,0.25648,0.328543,0.200072,0.565595,0.19605,0.609802,0.204138,0.201368,0.316675,0.148567,0.233908,0.188988,0.206571
-6273.77,0.428161,0.318503,2,0,48.0493,18.9707,137.585,54.8546,36.3383,22.7589,48.0888,16.1012,71.3937,169.93,60.5848,7.87783,0.25648,0.328543,0.200072,0.565595,0.19605,0.609802,0.204138,0.201368,0.316675,0.148567,0.233908,0.188988,0.206571
-6273.77,0.396511,0.318503,3,0,48.0493,18.9707,137.585,54.8546,36.3383,22.7589,48.0888,16.1012,71.3937,169.93,60.5848,7.87783,0.25648,0.328543,0.200072,0.565595,0.19605,0.609802,0.204138,0.201368,0.316675,0.148567,0.233908,0.188988,0.206571
-6281.85,0.511475,0.318503,2,0,53.5433,18.3144,139.764,51.4214,40.0201,20.937,49.9611,12.5982,69.1528,173.169,59.9103,6.72607,0.310512,0.246351,0.189593,0.813001,0.191164,0.911057,0.195985,0.219566,0.284179,0.17196,0.26719,0.112241,0.196885
-6279.91,0.988661,0.318503,3,0,62.8287,27.2268,138.766,53.1191,32.5952,18.3433,47.1017,16.591,74.5652,166.856,65.3299,6.27261,0.488183,0.282794,0.188411,1.17396,0.236999,0.421653,0.211689,0.168589,0.380468,0.14501,0.275519,0.197032,0.198337
-6277.59,0.945434,0.318503,2,0,69.6898,25.8409,135.253,57.0565,35.2885,17.5847,49.5669,15.7539,78.2697,170.762,61.6725,5.93235,0.574824,0.285575,0.192277,1.13537,0.21363,0.344972,0.207191,0.174326,0.425016,0.157673,0.29596,0.106461,0.19688
-6272.94,0.961122,0.318503,2,0,65.2621,24.3412,131.649,56.2022,37.3346,20.8151,49.001,14.8992,79.0192,178.962,61.6841,7.75622,0.380701,0.291968,0.168099,0.645591,0.210291,0.367528,0.193701,0.178401,0.395316,0.1612,0.26953,0.212885,0.204342
-6273.59,0.775712,0.318503,2,0,55.7513,21.9002,137.139,50.5226,33.5409,17.3843,50.5171,14.5067,72.7884,171.035,64.5641,7.1903,0.354162,0.299389,0.192752,1.07404,0.200994,0.324713,0.189396,0.20778,0.326193,0.150038,0.260063,0.188743,0.192062
-6272.6,0.127988,0.318503,3,0,56.9289,21.5899,138.296,50.527,34.539,18.2906,50.221,15.0267,73.9384,173.748,64.0465,7.20455,0.350011,0.292438,0.200425,1.08914,0.205129,0.352358,0.190772,0.201298,0.336596,0.149148,0.269888,0.116777,0.197703
-6275.12,0.951888,0.318503,2,0,54.0781,24.419,140.143,59.5519,35.8318,18.8003,48.2617,16.5652,74.6338,172.47,63.6444,6.98324,0.281446,0.393462,0.203254,0.463697,0.211579,0.334176,0.193824,0.223205,0.330877,0.157621,0.264338,0.146122,0.186842
-6277.22,0.888834,0.318503,3,0,69.298,17.8926,137.633,52.0399,36.6339,20.6324,50.1337,14.9333,70.6558,174.863,63.5298,7.72357,0.460401,0.261479,0.180913,1.58891,0.19972,0.360082,0.203295,0.177803,0.284962,0.158758,0.244867,0.284904,0.20539
-6284.61,1,0.318503,2,0,55.1531,28.485,144.976,60.4356,37.9947,21.3493,52.0777,18.9072,66.9873,182.352,66.8837,7.08319,0.35844,0.27442,0.201895,0.803064,0.217119,0.436129,0.202518,0.337541,0.251516,0.167347,0.295869,0.107086,0.218901
-6273.45,0.917743,0.318503,2,0,59.7819,22.3128,134.805,50.3626,32.1569,18.644,46.4315,14.5494,68.4693,167.292,66.1658,5.56511,0.306652,0.287632,0.204642,0.526156,0.20138,0.511271,0.196222,0.184548,0.309578,0.156222,0.314754,0.124425,0.193385
-6273.98,0.988346,0.318503,3,0,58.0119,24.1102,120.368,52.3308,35.5175,18.9598,44.8634,15.2121,66.9121,160.404,54.1407,9.03997,0.526035,0.244527,0.174899,0.70736,0.206494,0.634295,0.214754,0.224387,0.343044,0.145835,0.230914,0.335906,0.200107
-6274.22,0.638419,0.318503,3,0,53.1974,22.1044,137.61,50.9744,33.1744,19.0272,48.1467,15.0231,72.3805,170.206,68.497,9.18637,0.298835,0.257296,0.217479,0.48856,0.216727,0.381789,0.196083,0.177166,0.303428,0.175059,0.314834,0.634637,0.197881
-6276.77,0.882564,0.318503,3,0,55.685,21.6769,117.013,52.3607,36.787,19.651,43.8215,15.6491,72.8362,155.875,53.6958,8.81915,0.528856,0.334557,0.174796,0.682578,0.205445,0.684302,0.208898,0.213661,0.414762,0.143504,0.252098,0.759832,0.199897
-6277.31,0.840988,0.318503,2,0,54.6467,20.9895,126.456,50.7302,35.9686,19.9528,42.5412,14.2005,72.232,155.213,57.9875,9.76114,0.379144,0.344514,0.182186,0.632291,0.201506,0.331021,0.220404,0.202003,0.360325,0.15111,0.228532,0.418209,0.199353
-6279.29,0.484839,0.318503,2,0,60.228,20.9723,130.891,47.6608,33.542,20.1106,48.4352,15.5594,64.7209,156.367,60.4592,9.65738,0.401708,0.304687,0.192445,1.10576,0.221599,0.899592,0.199179,0.229365,0.303692,0.147454,0.307055,1.88477,0.206416
-6282.59,0.852059,0.318503,2,0,51.1599,15.277,126.829,58.1587,36.6392,21.7441,44.5429,13.6295,64.6499,166.564,60.11,10.0255,0.324615,0.275928,0.172777,1.62507,0.211079,0.499133,0.205414,0.185627,0.285884,0.159802,0.234835,1.52682,0.180667
-6277,0.845658,0.318503,2,0,51.9117,24.5367,133.429,48.3419,34.5762,17.1513,49.0819,14.9449,70.1499,159.601,60.3551,8.90317,0.301003,0.320629,0.191157,0.649569,0.212705,0.437835,0.193302,0.202909,0.328176,0.155871,0.313321,1.40025,0.192772
-6281.14,0.860825,0.318503,2,0,64.6403,23.4359,130.078,59.0092,36.6557,21.2236,44.3383,14.4422,75.8085,165.501,68.0283,9.88273,0.438702,0.21851,0.183794,1.48673,0.194518,0.365889,0.208787,0.220274,0.356563,0.16296,0.3173,1.47553,0.207191
-6278.28,0.754641,0.318503,2,0,61.0096,23.2856,131.586,56.9148,34.3803,21.0386,47.085,13.2557,73.5103,166.89,66.9491,9.95706,0.647707,0.247085,0.185822,1.59412,0.193105,0.400738,0.208486,0.239985,0.39858,0.157025,0.280717,1.96051,0.199393
-6277.56,0.980813,0.318503,3,0,68.4809,27.5837,128.51,56.3398,33.2521,18.539,44.7525,14.6678,71.8298,158.289,58.418,9.57504,0.650319,0.267039,0.200164,1.73556,0.207813,0.512075,0.205644,0.234559,0.345681,0.148339,0.252434,1.64125,0.196366
-6275.78,0.90794,0.318503,2,0,51.6232,18.185,129.5,47.5928,33.9279,17.2586,45.2543,14.373,65.5089,163.401,61.1641,9.58203,0.300581,0.25558,0.17842,1.65102,0.216772,0.326638,0.200651,0.167658,0.298649,0.151145,0.294334,0.52883,0.203558
-6285.19,0.593242,0.318503,2,0,53.2518,26.764,135.018,56.3118,32.4687,18.9204,47.8203,13.6115,64.8939,163.944,59.1305,10.5321,0.278072,0.292496,0.224441,0.383478,0.213184,0.343877,0.197475,0.132455,0.274574,0.164281,0.247117,1.82643,0.200838
-6286.76,0.935604,0.318503,3,0,52.8269,16.335,130.336,54.5877,37.3043,25.2427,46.4629,14.9465,74.6736,169.795,67.3347,8.85716,0.565782,0.328645,0.18375,1.42235,0.202095,1.45276,0.197137,0.274734,0.402495,0.14727,0.270461,0.586881,0.187081
-6282.88,0.881605,0.318503,3,0,58.9106,30.6062,139.465,49.6879,34.2327,22.406,48.86,13.1343,71.6875,171.05,63.6966,10.546,0.752835,0.250522,0.206589,0.936589,0.215971,0.313349,0.203148,0.175688,0.295476,0.170298,0.254743,1.36559,0.203027
-6282.15,1,0.318503,2,0,67.968,24.556,142.797,57.3279,34.3018,18.3191,49.6007,13.5049,71.0619,173.243,64.6233,10.3538,0.835738,0.277642,0.21193,0.560032,0.209112,0.7768,0.202202,0.145579,0.348286,0.162186,0.315853,0.987472,0.210746
-6282.03,0.944661,0.318503,2,0,66.9884,26.3737,143.415,51.8122,38.226,20.2054,47.3146,13.5429,67.5729,173.252,64.9579,9.774,0.670174,0.293995,0.209232,0.775172,0.210415,0.348728,0.202729,0.148962,0.25002,0.17313,0.334872,0.671025,0.213852
-6278.39,0.996377,0.318503,2,0,62.3461,25.3138,133.819,52.3636,38.3642,18.0227,47.9728,13.0537,66.9781,166.117,64.2192,10.8343,0.83991,0.261534,0.204165,0.573433,0.192357,0.398164,0.213404,0.178437,0.342953,0.161927,0.232405,1.68084,0.205651
-6282.93,0.893916,0.318503,3,0,52.1129,20.5201,122.221,49.8677,32.5987,15.5312,45.269,16.6041,64.797,154.935,55.132,7.02795,0.30092,0.187328,0.178585,1.04178,0.226542,0.294757,0.20428,0.235029,0.345994,0.157687,0.340141,0.119523,0.213334
-6285.1,0.974386,0.318503,3,0,59.7785,22.8063,132.315,60.0778,36.7444,21.741,47.3612,13.2193,73.8841,159.813,58.667,6.92762,0.426482,0.477035,0.190407,1.09502,0.209136,0.561295,0.194135,0.166887,0.336712,0.140358,0.333241,0.122611,0.1953
-6287.77,0.654865,0.318503,2,0,52.1148,16.8327,136.506,46.8173,34.7859,21.1418,44.5373,15.2758,62.0954,165.906,67.2184,5.86619,0.322333,0.334678,0.231946,1.62822,0.229382,0.841728,0.194561,0.234485,0.280486,0.156207,0.261754,0.140687,0.183962
-6283.76,0.928605,0.318503,3,0,61.3995,27.7916,134.739,48.7823,32.4845,16.224,45.3436,13.3714,77.182,164.613,65.5108,7.30035,0.629904,0.231419,0.178215,0.543221,0.203988,0.276845,0.226095,0.187313,0.453656,0.154504,0.231986,0.102714,0.204737
-6278.18,0.964451,0.318503,2,0,58.2272,20.0956,134.833,56.1037,39.1109,19.8308,49.0914,14.1408,74.047,168.005,63.6344,6.77674,0.370285,0.208786,0.198507,0.781457,0.204535,0.436936,0.196609,0.175701,0.411932,0.166518,0.374986,0.227988,0.195886
-6279.05,0.797338,0.318503,3,0,63.0912,26.8432,147.375,54.1508,31.8122,21.8449,49.4131,16.7607,78.7587,180.438,66.0013,7.13301,0.394029,0.238845,0.213864,0.905745,0.20146,0.517508,0.201549,0.240148,0.310491,0.160931,0.224799,0.168779,0.203994
-6277.76,0.956267,0.318503,3,0,58.1636,21.3573,124.015,54.5739,41.9863,17.5941,47.7455,15.0834,77.1686,168.229,63.1688,7.95178,0.47729,0.315643,0.176832,0.980658,0.211367,0.319533,0.204053,0.172661,0.3518,0.15487,0.305746,0.198773,0.195739
-6280.79,0.95541,0.318503,2,0,49.0792,22.1587,143.056,52.7373,34.1519,18.9211,50.3483,13.4372,66.3446,175.27,60.5649,6.87301,0.29945,0.242068,0.219762,0.665415,0.225883,0.35598,0.208674,0.19774,0.262301,0.172135,0.241483,0.117629,0.21999
-6280.47,0.883931,0.318503,3,0,73.8161,24.3417,135.888,57.6013,39.9213,21.6698,47.3242,17.5086,74.9692,177.027,67.4653,7.74927,0.711436,0.330322,0.191072,1.33994,0.199627,0.609426,0.195265,0.195533,0.346693,0.150386,0.302772,0.236545,0.190288
-6277.83,0.964025,0.318503,3,0,62.4905,20.7023,130.663,52.6256,35.4647,20.8787,49.7981,13.4979,80.2176,177.748,64.4996,6.42365,0.505184,0.256606,0.169435,1.64735,0.197673,0.42814,0.1982,0.204869,0.42453,0.158604,0.266939,0.10835,0.185668
-6282.17,0.688705,0.318503,2,0,69.9476,31.3572,145.411,55.4763,35.618,20.8001,47.6487,14.8131,72.8235,172.836,59.3314,8.29172,0.791754,0.293885,0.208401,1.05219,0.211424,0.775043,0.188684,0.16268,0.296144,0.151072,0.291522,0.150818,0.193778
-6278.18,0.633244,0.318503,3,0,65.8834,25.9142,130.448,50.4039,40.0971,21.8794,49.7188,14.0726,72.3492,175.487,61.1561,9.84254,0.947562,0.273213,0.1851,0.367069,0.200527,0.664561,0.190683,0.199989,0.343093,0.163161,0.288677,1.46789,0.188266
-6284.63,0.781005,0.318503,3,0,67.6464,26.4732,134.843,59.2728,37.0747,21.5473,46.2475,11.9093,74.9933,170.906,56.9437,9.64715,0.419871,0.332037,0.190241,1.57066,0.220335,0.769459,0.194591,0.139094,0.377527,0.154367,0.216628,1.4832,0.194443
-6286.09,0.735847,0.318503,2,0,59.2058,23.1061,132.355,46.7805,36.6346,22.5285,47.0069,13.1264,74.3441,163.329,59.0599,9.42642,0.574504,0.287651,0.202673,1.77426,0.235671,0.798435,0.202798,0.142208,0.397274,0.143336,0.31509,1.1567,0.181415
-6284.6,0.982305,0.318503,3,0,54.2925,24.7041,124.422,60.9321,34.9691,20.8821,46.5436,13.4157,70.1974,168.896,61.6944,11.3101,0.266937,0.258917,0.160219,1.72298,0.231716,0.569998,0.20482,0.165827,0.321991,0.146432,0.214709,0.929421,0.182413
-6283.67,0.962663,0.318503,2,0,55.1045,25.9038,123.82,59.6512,33.9276,20.1798,46.8166,13.522,69.712,169.848,63.9724,10.3816,0.314198,0.258298,0.162924,1.78816,0.233339,0.563702,0.206236,0.173062,0.348884,0.146776,0.217412,1.16977,0.180312
-6276.63,0.921384,0.318503,3,0,51.3897,23.3522,127.662,46.9445,38.28,18.5466,46.7473,16.2071,67.4064,162.535,56.1176,9.7826,0.335384,0.241951,0.185435,0.325209,0.204621,0.390044,0.197703,0.237761,0.289175,0.149022,0.298589,1.0485,0.201379
-6285.4,0.788951,0.318503,2,0,58.5757,28.3707,127.454,58.7176,31.2247,19.1576,45.8281,12.1458,66.4318,168.942,62.3706,10.3674,0.352535,0.203009,0.183703,1.37833,0.212674,0.533972,0.225101,0.147328,0.270403,0.156486,0.243989,0.877916,0.198809
-6277.66,0.9286,0.318503,2,0,55.7448,22.2539,136.999,47.6971,33.6989,20.3459,47.9342,12.9039,68.1312,163.325,63.4009,10.318,0.495255,0.270722,0.206479,0.385614,0.196915,0.385066,0.196179,0.14276,0.323483,0.152179,0.299587,1.34725,0.188393
-6275.13,0.512843,0.318503,3,0,53.8313,25.8701,123.301,54.2527,35.5184,22.1307,46.7822,15.731,71.9115,166.675,58.7937,9.64694,0.462135,0.23369,0.179832,1.42278,0.22186,0.991416,0.20175,0.245269,0.367826,0.159395,0.256485,1.51658,0.205846
-6279.64,0.902251,0.318503,3,0,53.0953,16.0705,123.94,46.4967,31.4237,21.3252,42.4406,13.6822,64.9789,144.46,57.0745,9.53275,0.420129,0.316908,0.210622,1.03194,0.201377,1.50208,0.202915,0.164071,0.309127,0.15253,0.267272,1.54793,0.19587
-6278.25,0.952744,0.318503,2,0,54.6632,23.3529,120.926,51.029,29.0004,19.4048,41.3874,14.8107,59.679,152.161,54.0438,10.1333,0.357416,0.282125,0.196835,0.720758,0.207713,1.73034,0.213803,0.190516,0.309151,0.162759,0.262697,1.84259,0.191939
-6283.76,0.573044,0.318503,2,0,52.7932,25.8387,119.26,45.5003,27.7729,19.7602,45.5007,15.0339,61.1143,147.234,53.4268,10.5544,0.494198,0.316836,0.189493,0.621589,0.212776,1.75332,0.209517,0.195816,0.31513,0.156387,0.251776,1.80609,0.207863
-6285.99,0.898672,0.318503,2,0,57.8954,18.2889,126.565,50.7645,27.4108,21.7763,43.4946,14.1382,70.2467,164.855,70.4665,9.19449,0.311398,0.291726,0.197929,0.576474,0.204146,1.34599,0.217062,0.234319,0.353324,0.152981,0.368116,0.275577,0.193915
-6278.95,1,0.318503,2,0,55.3565,18.7385,126.821,50.6019,27.9773,20.8817,44.2511,13.5018,70.0262,160.521,69.5516,8.79978,0.329614,0.288828,0.194841,0.656221,0.209781,1.24091,0.21204,0.243536,0.363458,0.15246,0.337301,0.473781,0.198422
-6273.6,0.991429,0.318503,3,0,50.9064,17.7388,121.116,54.6718,32.6201,20.9198,46.2161,15.0831,64.2859,159.915,54.3074,9.41934,0.310818,0.330178,0.182768,0.806199,0.210298,1.20982,0.198009,0.217739,0.29623,0.160827,0.251577,0.949953,0.18815
-6278.42,0.660269,0.318503,3,0,59.6323,22.236,133.724,46.7366,37.2499,22.0451,46.8515,13.4611,69.3756,162.924,63.0643,10.1894,0.531344,0.315663,0.200111,0.844737,0.207585,1.24657,0.208997,0.166604,0.34808,0.141058,0.316532,1.66135,0.205141
-6276.94,0.975388,0.318503,3,0,58.1401,32.5548,130.134,54.3514,34.2934,21.4236,45.02,14.3302,73.6864,162.103,62.7611,9.91324,0.357996,0.226417,0.183044,0.958331,0.214124,1.12115,0.211352,0.155509,0.371642,0.147334,0.256576,0.445035,0.199915
