# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_bigC_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 121
# output
#   file = ../output/12taxa_mid_comp_v0.1_vary_psi_bigC_c1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,gamma
-6281.31,0.341643,0.318503,3,0,59.7412,17.6881,130.374,51.5678,32.194,18.1943,45.3887,14.5209,63.748,157.501,55.6559,11.695,0.581858,0.231838,0.207934,0.666763,0.212476,0.540312,0.182785,0.239775,0.328473,0.172537,0.265365,1.93555,0.189668
-6278.75,0.856704,0.318503,2,0,56.5488,16.2365,131.162,52.4831,35.2192,20.3292,46.4223,15.6306,68.9409,170.488,59.2561,9.15997,0.356946,0.280685,0.22032,0.687007,0.215031,0.792207,0.203994,0.232204,0.288773,0.171363,0.255197,1.04046,0.179215
-6278.96,0.969705,0.318503,2,0,54.9485,16.8486,140.233,52.1172,38.7797,21.6074,48.6661,16.0943,73.4352,174.207,53.6604,10.8883,0.313665,0.248578,0.189146,0.483079,0.228086,0.365291,0.19847,0.194274,0.348718,0.156412,0.238178,1.31643,0.179805
-6281.69,0.441582,0.318503,2,0,54.0618,17.7042,140.073,51.1203,41.1851,19.276,47.7858,14.6733,75.5837,167.41,55.9862,9.56361,0.347919,0.258372,0.190847,0.502594,0.243969,0.42133,0.20697,0.189289,0.340031,0.150666,0.21713,1.38673,0.18277
-6282.42,0.901195,0.318503,2,0,52.7911,20.5478,136.309,53.1715,43.3565,21.0106,48.601,14.8785,75.2306,170.729,54.9229,10.4475,0.290933,0.273489,0.183256,0.574314,0.236825,0.290456,0.20419,0.176821,0.399583,0.155205,0.224503,0.508728,0.188154
-6282.02,0.982751,0.318503,2,0,50.0792,19.8292,136.946,52.9017,45.2249,20.7306,47.7456,14.2944,77.9137,171.428,57.4948,11.3208,0.322285,0.261582,0.185645,0.61342,0.234248,0.368725,0.203479,0.175728,0.39267,0.156185,0.227539,0.707049,0.1853
-6282.28,0.844752,0.318503,2,0,51.684,20.9227,138.714,53.3626,43.6011,21.8663,48.3001,13.6502,75.5832,173.343,57.0223,11.4766,0.298944,0.255819,0.180244,0.562418,0.232917,0.358382,0.203103,0.179932,0.408196,0.153041,0.230903,0.784861,0.181762
-6277.26,0.778947,0.318503,2,0,53.218,21.8179,132.671,51.2118,41.7012,20.8582,48.1832,15.3827,78.8737,178.529,55.1207,10.3493,0.255208,0.257971,0.176295,0.702323,0.22316,0.432792,0.200814,0.210014,0.394259,0.147385,0.257988,0.765262,0.188045
-6277.08,0.927463,0.318503,2,0,52.844,21.4287,130.605,55.3495,39.7108,21.0754,51.216,14.8959,76.6998,170.733,67.486,9.93363,0.344167,0.262311,0.170313,0.547277,0.199644,0.504712,0.20524,0.181768,0.35945,0.148161,0.229186,0.809653,0.190658
-6274.74,0.928247,0.318503,2,0,62.0734,23.6062,133.981,51.8306,36.7281,23.9857,47.2001,14.1726,77.5855,177.752,63.7816,10.9785,0.373482,0.265415,0.177361,0.935751,0.203466,0.733864,0.208704,0.204352,0.405702,0.146914,0.297112,1.05657,0.190034
-6276.03,0.935702,0.318503,2,0,63.5276,20.5365,132.734,55.8533,37.1233,20.1733,49.4287,13.8043,73.7496,164.92,67.7037,9.42021,0.458953,0.221851,0.196191,0.646589,0.199998,0.605097,0.191829,0.241287,0.35253,0.155369,0.261225,0.973371,0.189252
-6272.58,0.971501,0.318503,3,0,53.075,25.6895,129.784,51.6875,37.5012,20.5209,48.0644,14.474,71.8649,165.314,62.3941,10.6221,0.352855,0.344305,0.201672,0.849248,0.210076,0.380382,0.20173,0.184431,0.372776,0.157794,0.239799,0.763454,0.210518
-6272.58,0.518769,0.318503,2,0,53.075,25.6895,129.784,51.6875,37.5012,20.5209,48.0644,14.474,71.8649,165.314,62.3941,10.6221,0.352855,0.344305,0.201672,0.849248,0.210076,0.380382,0.20173,0.184431,0.372776,0.157794,0.239799,0.763454,0.210518
-6280.4,0.845224,0.318503,2,0,54.4942,24.8986,134.526,54.5321,36.1905,18.4039,46.162,11.4532,80.0697,170.569,54.348,9.64173,0.280691,0.241504,0.192582,0.69449,0.204766,0.55243,0.19541,0.175898,0.47991,0.156208,0.269805,0.584553,0.18309
-6282.09,0.833575,0.318503,3,0,62.6146,16.9067,124.002,51.3986,35.1244,22.4238,46.4236,14.0799,60.0366,161.744,62.1504,9.75314,0.396615,0.318542,0.185753,0.667248,0.208428,0.453873,0.218193,0.296514,0.256808,0.162404,0.342563,0.788757,0.20514
-6279.75,0.946409,0.318503,3,0,62.553,16.2336,128.65,50.0029,34.6294,22.0759,45.9699,14.5178,59.356,163.998,59.7943,10.369,0.565213,0.3059,0.183946,0.586448,0.218208,0.774354,0.21342,0.265555,0.258404,0.162109,0.318976,0.675826,0.207268
-6279.6,0.827718,0.318503,3,0,65.0946,17.7694,127.373,52.0197,32.3396,21.4716,45.8949,13.741,65.0826,164.559,69.0561,10.1787,0.61335,0.243547,0.201265,0.768651,0.194237,1.15425,0.204834,0.213392,0.260107,0.166139,0.283228,1.79875,0.196476
-6279.31,0.720301,0.318503,3,0,64.7695,21.6265,133.903,51.7474,30.8112,21.9581,48.6179,14.9887,65.9544,164.465,65.9876,8.84011,0.648686,0.292837,0.186591,0.568285,0.190755,1.29686,0.204893,0.212116,0.277401,0.163175,0.307103,1.87044,0.205725
-6277.74,0.893815,0.318503,3,0,65.1372,20.4499,134.677,51.1768,30.0703,21.7907,47.6144,14.9911,65.4418,167.972,65.8402,9.56592,0.510912,0.281014,0.187567,0.737316,0.190491,1.10421,0.204271,0.209763,0.283125,0.162414,0.317778,1.85492,0.210235
-6280.05,0.939365,0.318503,3,0,53.0357,22.2011,143.988,58.1298,43.7559,21.2063,49.3121,16.1202,78.013,176.26,60.1385,8.49536,0.276996,0.27358,0.203303,1.08785,0.233556,0.910368,0.191489,0.1942,0.385017,0.15393,0.248495,0.624354,0.189213
-6275.92,0.554339,0.318503,3,0,61.6448,28.6049,137.418,51.3782,32.5731,20.99,50.6727,15.1649,75.6827,172.349,65.533,6.34452,0.376498,0.246762,0.186496,0.659637,0.207579,0.382751,0.218155,0.222608,0.392329,0.161795,0.273423,0.106116,0.213505
-6273.37,0.856941,0.318503,3,0,52.735,20.2282,119.208,49.4182,33.3192,18.7386,43.9557,13.7788,62.9259,155.445,55.7215,11.1625,0.350399,0.325456,0.192781,0.626033,0.216159,0.547152,0.186213,0.198854,0.311203,0.151067,0.259831,1.82041,0.189459
-6277.96,0.82453,0.318503,2,0,50.2714,18.2843,120.018,50.6798,32.6934,20.7728,43.9058,14.7487,61.8957,149.298,56.0247,8.72269,0.284645,0.29705,0.197476,0.89582,0.218823,0.590661,0.185272,0.175717,0.307724,0.153848,0.283942,1.93227,0.185082
-6274.62,0.99414,0.318503,2,0,49.7043,21.6729,123.512,51.1375,32.8087,19.7313,42.4013,12.9921,64.6978,156,53.3932,10.7999,0.321553,0.314692,0.203415,0.543707,0.218612,0.525304,0.191151,0.173316,0.292721,0.148793,0.242845,1.67452,0.188339
-6278.46,0.643915,0.318503,2,0,52.4474,23.3799,122.913,47.5261,30.316,20.3049,43.0852,12.1579,64.6412,156.946,49.3181,11.1703,0.453492,0.336391,0.200653,0.493972,0.224327,0.637833,0.198759,0.173788,0.297759,0.156463,0.256742,0.840058,0.191069
-6277.34,0.897604,0.318503,2,0,54.5431,17.7115,118.922,49.542,32.3606,20.6729,44.2224,12.891,64.9713,147.303,60.8054,8.68954,0.291204,0.271617,0.179627,0.834176,0.201323,1.02809,0.207676,0.193835,0.351449,0.158606,0.246981,1.60126,0.20702
-6281.12,0.988386,0.318503,3,0,51.2113,19.3129,135.722,50.1576,33.9497,21.029,44.7321,14.384,66.5756,159.741,56.9566,9.26345,0.251147,0.440247,0.20496,0.750155,0.221265,0.907134,0.191341,0.165409,0.297165,0.15506,0.319385,1.6991,0.18379
-6284.98,0.543757,0.318503,3,0,52.9926,14.7971,117.868,53.7756,31.297,19.8124,44.084,14.2793,65.4332,148.255,56.7645,10.9575,0.410644,0.483066,0.193159,0.813266,0.217326,0.771126,0.195871,0.268379,0.314489,0.163825,0.237965,1.8803,0.184311
-6279.42,1,0.318503,2,0,55.0021,17.7666,121.604,48.1966,31.9684,20.209,42.2318,16.5897,66.5463,159.203,54.5451,8.73992,0.319639,0.493115,0.174907,0.621219,0.200719,0.682499,0.192504,0.218765,0.351882,0.154751,0.266207,0.447737,0.204445
-6274.62,0.86822,0.318503,2,0,53.5178,17.8161,116.521,50.6983,29.33,20.1804,44.2835,14.5783,68.8447,155.005,57.5321,9.26213,0.400858,0.357015,0.166948,0.760061,0.20143,0.410827,0.205214,0.196117,0.360081,0.158988,0.237818,0.709881,0.200668
-6275.13,0.899855,0.318503,3,0,52.7805,22.013,127.189,48.201,34.7594,20.8821,44.121,14.58,61.9073,157.072,60.2779,10.1308,0.415713,0.308117,0.216816,0.609134,0.230785,0.988489,0.192929,0.221404,0.302968,0.150586,0.278469,0.708831,0.205384
-6272.82,0.869308,0.318503,3,0,54.0076,21.1795,131.704,55.3836,35.0017,20.508,47.9698,14.9951,72.8983,172.932,59.7333,11.2993,0.329224,0.312463,0.198052,0.687711,0.202533,1.3845,0.210104,0.195664,0.350346,0.173335,0.26108,1.28031,0.209401
-6278.21,0.682578,0.318503,2,0,55.9854,19.3265,135.439,50.004,32.6818,22.4815,47.9144,13.5089,70.8261,166.666,61.8147,8.16541,0.413671,0.231456,0.187108,0.760532,0.221049,0.827591,0.196353,0.159053,0.34917,0.16328,0.266484,1.3793,0.210268
-6277.06,0.842403,0.318503,3,0,49.0993,25.6671,124.685,51.722,36.2213,20.1511,45.0246,17.4501,68.8703,157.976,61.2915,7.46792,0.339904,0.348229,0.191743,0.85767,0.196237,0.762914,0.21311,0.252798,0.396588,0.154809,0.296341,0.189124,0.189757
-6282.22,0.732715,0.318503,3,0,46.7782,27.2388,116.873,46.8068,33.3976,22.3788,47.1191,15.7311,72.6892,161.238,62.3578,6.21615,0.252118,0.299034,0.176339,0.454345,0.190331,0.643236,0.211683,0.208202,0.450496,0.168876,0.303847,0.127923,0.199289
-6277.93,0.89858,0.318503,2,0,49.4486,27.8361,134.46,49.687,35.0341,20.0366,46.372,12.7133,75.1626,173.172,59.7022,6.9881,0.249602,0.297725,0.194405,0.708925,0.188304,0.872844,0.197657,0.212618,0.38321,0.169203,0.279711,0.127631,0.18782
-6282.76,0.777137,0.318503,3,0,58.2268,16.938,137.737,55.1935,35.2603,19.6337,48.3634,16.4309,66.2127,162.728,61.4439,7.91492,0.347551,0.28306,0.222703,1.01537,0.271112,0.49731,0.197254,0.182345,0.306581,0.14732,0.26799,0.248958,0.205222
-6277.94,0.700709,0.318503,3,0,65.8723,26.8639,142.988,53.0083,35.3716,20.5825,44.7236,13.9727,70.1651,165.494,61.4094,8.52975,0.581102,0.409008,0.20991,0.846961,0.211713,0.53843,0.200793,0.196947,0.311476,0.158904,0.272925,0.47305,0.200352
-6282,0.995159,0.318503,3,0,58.0379,17.8687,127.737,52.0134,33.997,20.4952,45.2484,16.248,74.4314,174.561,63.9971,10.0385,0.266059,0.195327,0.170535,0.732789,0.206915,0.34345,0.209106,0.209479,0.355455,0.155743,0.291625,0.319853,0.18925
-6275.42,0.141277,0.318503,3,0,57.8153,18.3767,125.999,53.8891,34.1537,19.4985,46.9815,14.6322,76.747,170.695,68.6148,7.9153,0.405716,0.201926,0.177996,0.852167,0.217984,0.439704,0.20152,0.200715,0.354358,0.155895,0.275216,0.177266,0.192144
-6276.69,0.904305,0.318503,3,0,56.7703,17.399,127.39,53.3971,31.0869,19.7393,47.6217,15.2883,66.2736,164.439,57.2885,6.51701,0.321748,0.213779,0.17528,0.634634,0.206205,0.395848,0.209388,0.19936,0.366596,0.164514,0.258611,0.128827,0.197278
-6274.92,0.952128,0.318503,2,0,54.7856,20.6782,123.233,53.2777,34.0211,20.2121,44.0751,14.2076,75.3767,164.063,57.0918,6.81421,0.400993,0.239976,0.189068,0.805425,0.188824,0.538314,0.195905,0.229479,0.349222,0.155749,0.23749,0.156862,0.196611
-6279.2,0.873918,0.318503,2,0,64.0547,20.2623,138.388,51.7918,41.132,19.9724,47.1956,15.5784,70.7363,172.547,67.5212,7.30139,0.391871,0.307904,0.184207,0.555533,0.192119,0.532733,0.206858,0.20804,0.386898,0.154937,0.304977,0.126223,0.183833
-6275.6,1,0.318503,2,0,64.3474,20.1992,135.47,53.1019,39.7803,19.9386,47.0236,15.4424,72.1116,168.76,67.9918,6.96614,0.355656,0.290126,0.185211,0.584578,0.194425,0.494452,0.201439,0.205648,0.386715,0.157958,0.288913,0.11937,0.185591
-6278.19,0.69609,0.318503,2,0,57.9288,21.8207,131.98,56.2449,34.3957,20.5718,49.446,18.13,76.6022,180.411,65.8253,8.36076,0.422182,0.27824,0.178506,0.857148,0.212931,0.461966,0.19861,0.180732,0.299274,0.157455,0.276914,0.297529,0.210354
-6279.43,0.566141,0.318503,2,0,55.6952,15.7194,136.095,50.2927,36.2374,16.8457,49.6077,14.7298,69.0085,168.238,59.2158,6.56881,0.267955,0.325368,0.196909,0.690612,0.242335,0.306843,0.204,0.198171,0.354266,0.166971,0.233235,0.113368,0.198785
-6278.39,0.930177,0.318503,3,0,59.7319,33.9577,137.232,53.9959,35.3053,21.9974,47.1485,15.0532,66.8492,162.196,62.1588,8.15771,0.469944,0.256436,0.201591,0.729916,0.194085,0.997227,0.200262,0.228004,0.33191,0.154595,0.317517,0.168077,0.210538
-6278.84,0.775688,0.318503,2,0,64.756,17.7928,119.372,51.3639,32.7851,18.9587,42.7014,14.2862,68.2236,164.915,60.9731,6.64601,0.635156,0.230966,0.185441,0.908745,0.232453,0.512628,0.214205,0.184314,0.381619,0.161944,0.276569,0.136964,0.191265
-6287.7,0.905601,0.318503,2,0,65.3969,18.7735,121.614,50.2763,31.2995,16.9823,41.5958,13.0082,72.6113,153.996,61.0777,6.14932,0.542226,0.220621,0.180362,0.719885,0.249918,0.430106,0.205336,0.183276,0.337136,0.155149,0.258662,0.110499,0.177769
-6283.72,0.94304,0.318503,2,0,52.0518,20.5767,121.022,45.709,34.0041,18.8743,44.5617,16.3716,64.2467,156.703,57.4115,6.71004,0.521489,0.200278,0.180239,0.552713,0.205642,0.338613,0.19376,0.235614,0.383481,0.148004,0.27919,0.286224,0.181112
-6284.27,1,0.318503,2,0,63.6001,21.6185,121.091,47.9864,32.5133,18.9728,42.9831,14.2106,75.3402,164.192,58.7555,6.19393,0.369531,0.2637,0.192714,1.03169,0.206121,0.624501,0.20912,0.230198,0.36351,0.151661,0.240154,0.103718,0.172477
-6276.08,0.973626,0.318503,2,0,60.6979,23.2152,126.65,50.695,34.3855,18.937,45.8146,14.7245,71.8318,167.369,52.1465,6.45479,0.548967,0.287825,0.17395,1.46415,0.189329,0.412545,0.204228,0.212585,0.387715,0.154759,0.234614,0.147053,0.180495
-6276.58,0.795282,0.318503,3,0,58.1871,26.5814,143.221,57.2878,36.8483,23.8272,49.4494,14.5531,73.4034,177.051,71.8753,6.93481,0.318666,0.278757,0.190953,1.52909,0.210936,0.806556,0.199388,0.181937,0.337352,0.150741,0.309444,0.105559,0.208304
-6284.04,0.871466,0.318503,2,0,51.9229,15.1597,130.886,59.1069,32.6782,21.6702,51.3045,13.4527,77.411,171.798,68.2206,7.16614,0.307786,0.250872,0.183292,1.42452,0.204821,0.739808,0.199783,0.158923,0.337061,0.154988,0.331087,0.125999,0.20615
-6279.99,0.897744,0.318503,2,0,55.0389,21.3586,141.809,53.5665,38.1553,22.5831,48.6068,16.4376,74.0018,184.149,69.0134,6.39533,0.265267,0.241272,0.164783,0.551443,0.210851,1.5643,0.199866,0.186508,0.325937,0.153016,0.259113,0.109218,0.195406
-6278.76,0.89403,0.318503,2,0,53.6889,21.7471,132.429,57.2307,38.8436,22.2247,51.0097,16.3368,75.4393,179.571,68.3021,7.57133,0.335504,0.238008,0.169218,0.786674,0.205021,1.63522,0.223807,0.237156,0.311542,0.153979,0.298324,0.128841,0.202418
-6278.6,0.759374,0.318503,3,0,54.2962,23.5074,133.07,52.0148,35.0454,21.0188,47.0391,13.7899,75.0661,158.715,58.2441,6.08987,0.313788,0.331273,0.220728,0.669376,0.215762,0.61123,0.187431,0.151713,0.378509,0.160991,0.244256,0.217925,0.192012
-6277.66,0.820762,0.318503,3,0,51.6628,15.4545,139.054,53.026,35.8555,22.381,48.3984,14.199,77.0564,180.045,64.897,7.43394,0.284217,0.271066,0.181963,0.966364,0.203879,0.658291,0.19839,0.17817,0.414152,0.155847,0.271509,0.10469,0.200826
-6274.05,0.769408,0.318503,3,0,56.6836,29.4858,132.325,55.4076,35.5774,16.7797,47.8805,15.6494,70.9405,168.908,59.2546,7.04065,0.368662,0.293612,0.189454,1.40307,0.209989,0.2882,0.199983,0.216718,0.372925,0.149304,0.286522,0.156915,0.181888
-6275.19,0.661691,0.318503,2,0,62.7724,30.2788,133.587,52.2865,34.499,20.3324,45.7603,17.2542,69.9042,169.988,61.2042,8.1647,0.408262,0.331955,0.189478,0.903266,0.206951,0.497701,0.204766,0.22155,0.276961,0.158728,0.274625,0.228245,0.193436
-6275.65,0.943425,0.318503,2,0,56.7785,24.4422,127.375,50.9845,37.6358,19.9067,46.6982,13.5482,69.9336,162.874,60.082,6.1924,0.529773,0.299549,0.191019,0.521491,0.211799,0.432392,0.208037,0.181828,0.407086,0.160524,0.207198,0.134376,0.205052
-6279.63,0.872273,0.318503,2,0,54.3532,21.5264,135.365,53.59,30.6785,14.0564,46.1049,16.2491,69.9016,164.903,57.4411,7.59889,0.330374,0.232586,0.199779,1.60506,0.20446,0.197364,0.207617,0.238818,0.328986,0.155702,0.336798,0.178797,0.201096
-6284.4,0.808302,0.318503,2,0,51.6786,20.0642,125.937,55.0572,30.8571,14.166,46.6043,14.6681,60.1867,160.091,61.9346,6.78363,0.320442,0.264704,0.180232,1.58203,0.186406,0.185504,0.210216,0.245971,0.289402,0.143305,0.262189,0.161892,0.202248
-6279.16,0.67771,0.318503,2,0,54.9693,21.1268,123.637,46.6857,33.8736,14.5581,44.197,14.7156,71.5836,156.039,60.8882,6.042,0.397037,0.271222,0.187639,0.408303,0.197085,0.270806,0.210763,0.220532,0.335796,0.145669,0.314985,0.103969,0.183626
-6283.81,0.868233,0.318503,2,0,54.6004,24.389,122.291,44.8969,30.8648,15.3718,45.9038,12.4152,67.8131,155.968,70.4006,5.96558,0.375806,0.300847,0.189445,0.773238,0.188816,0.230767,0.211527,0.208557,0.365725,0.147182,0.319493,0.121052,0.182835
-6277.72,0.890329,0.318503,2,0,52.6033,25.3389,119.435,52.6003,32.9534,16.3618,42.1291,14.9077,67.453,157,52.1246,5.81369,0.302037,0.305583,0.178681,1.23602,0.200005,0.25676,0.198695,0.198536,0.303625,0.156582,0.28017,0.16467,0.191821
-6273.72,0.737943,0.318503,3,0,59.9528,18.9695,137.901,53.6454,36.5525,21.8073,48.8301,14.9666,76.2222,174.304,61.8158,8.26284,0.397608,0.286839,0.193101,0.696769,0.225284,0.65073,0.205989,0.196275,0.366207,0.155541,0.314912,0.11151,0.206589
-6277.1,0.764342,0.318503,3,0,64.065,19.2082,145.934,57.812,41.2595,17.2408,52.4626,16.2207,76.5365,184.51,71.0459,7.56611,0.346261,0.267904,0.185458,0.641777,0.190303,0.288008,0.198472,0.206973,0.344579,0.151551,0.236904,0.117115,0.195651
-6275.07,0.839566,0.318503,3,0,60.781,25.5441,124.081,48.7158,31.7135,19.3813,42.8878,15.6478,67.8227,154.529,57.8926,6.48245,0.335201,0.288668,0.195009,0.840288,0.2113,1.68097,0.205067,0.226709,0.32552,0.149213,0.255979,0.132418,0.198478
-6273.69,0.974562,0.318503,3,0,52.0186,19.0825,133.538,52.8798,35.0635,22.6178,46.5854,15.836,68.058,165.048,60.6335,7.21338,0.348532,0.27481,0.193309,0.573627,0.20202,1.91477,0.205079,0.243352,0.323344,0.15764,0.297523,0.140126,0.199369
-6278.65,0.731778,0.318503,2,0,53.2505,18.6353,132.625,49.884,36.1176,23.3134,46.4057,16.5729,67.6172,163.408,62.1042,6.95842,0.28697,0.305423,0.186602,0.553289,0.195943,1.8983,0.198553,0.208829,0.384298,0.162841,0.277369,0.213203,0.198559
-6272.88,0.692676,0.318503,3,0,60.3382,28.2658,125.666,53.8351,32.0839,23.956,47.5594,13.687,71.8298,166.552,59.9189,10.6008,0.435569,0.253923,0.189089,0.744572,0.22733,0.972175,0.206101,0.198525,0.348359,0.158119,0.268754,1.36468,0.193615
-6276.54,0.916459,0.318503,2,0,62.4119,27.9482,127.893,49.1713,33.0944,22.0544,44.3008,12.3286,72.3297,164.922,60.3023,9.533,0.515954,0.324403,0.188674,0.496888,0.231234,0.682089,0.199576,0.196219,0.370227,0.160926,0.312873,1.04856,0.182639
-6272.97,0.969595,0.318503,3,0,65.4834,20.7771,118.697,47.3837,34.8142,19.2254,45.0284,15.5268,68.6416,157.241,62.122,9.92495,0.486149,0.289596,0.189902,0.658244,0.223765,0.502916,0.194968,0.187487,0.353173,0.160434,0.272805,0.798905,0.191386
-6276.89,0.870642,0.318503,2,0,64.1132,22.2566,116.84,51.949,32.7714,20.118,46.4279,15.4438,67.1348,157.037,62.2736,10.2066,0.618009,0.251071,0.188719,0.595326,0.229147,0.420321,0.197578,0.171491,0.307774,0.164206,0.267926,0.700602,0.191918
-6276.37,0.992639,0.318503,3,0,58.5326,19.4887,128.899,45.8413,32.5516,19.4569,43.7583,13.5807,66.9545,159.127,57.0997,9.58947,0.485918,0.281257,0.191283,0.661616,0.256525,0.702732,0.214061,0.203654,0.36123,0.160032,0.293096,1.41664,0.205598
-6275.12,0.953901,0.318503,3,0,56.9658,25.6938,130.241,47.8715,35.3352,18.7828,45.9703,14.7622,70.9915,170.256,58.9105,9.99051,0.309043,0.270024,0.190072,0.565247,0.177888,0.294029,0.196821,0.219081,0.296548,0.152062,0.280504,0.821962,0.194987
-6273.56,0.772844,0.318503,2,0,57.8874,24.8802,131.263,56.4821,33.0978,18.335,49.3405,15.1443,72.8064,163.535,63.265,9.65173,0.458025,0.303974,0.185878,1.16539,0.204844,0.427526,0.202371,0.169008,0.378265,0.158618,0.27195,1.20778,0.204159
-6275.68,0.983876,0.318503,3,0,54.0837,21.9803,123.108,53.1448,34.3962,18.4674,46.6616,17.2459,65.784,161.49,59.0978,10.4179,0.453478,0.247859,0.192539,1.68233,0.218811,0.378744,0.200142,0.18423,0.337939,0.158513,0.265699,0.728722,0.203114
-6272.62,0.95501,0.318503,3,0,55.8196,22.2433,125.902,51.1583,34.7597,19.6174,46.5112,15.2143,69.2703,165.059,58.719,9.64915,0.36588,0.311598,0.194023,1.24025,0.209202,0.523662,0.205915,0.15502,0.349718,0.150352,0.268673,1.39596,0.191186
-6273.82,0.944687,0.318503,2,0,58.3195,19.0782,133.891,55.9223,31.6241,22.0352,45.4882,13.7193,66.6149,162.086,59.2921,10.99,0.352972,0.275234,0.195146,0.865218,0.200489,0.600284,0.207592,0.186252,0.325506,0.164401,0.293253,1.40532,0.190492
-6275.8,0.899469,0.318503,2,0,58.8344,18.2745,124.33,55.4581,33.8046,19.2789,45.1581,14.1982,68.6376,166.717,66.0656,8.96549,0.567725,0.25421,0.182634,0.627402,0.219865,0.640002,0.206412,0.17888,0.286141,0.158099,0.283059,1.41173,0.189695
-6273.61,0.561934,0.318503,2,0,56.1843,24.9919,125.043,49.3085,33.3824,22.1045,44.7386,14.1875,68.8592,156.752,64.8679,8.33135,0.562748,0.255182,0.199613,0.697168,0.217291,0.50382,0.20021,0.196922,0.340886,0.1566,0.253009,0.733708,0.192454
-6278.63,0.979773,0.318503,2,0,71.3389,24.1495,133.825,53.5708,32.2096,17.5218,46.6565,14.6999,77.8026,168.615,57.3763,11.2219,0.659402,0.259908,0.190396,0.955002,0.218925,0.395927,0.198358,0.204998,0.465171,0.15293,0.311485,1.36524,0.193698
-6276.99,0.975482,0.318503,2,0,54.5798,26.3876,137.395,52.6761,38.5116,19.8725,48.9784,13.8895,66.2364,173.662,64.0636,8.50811,0.395557,0.293161,0.193766,0.798714,0.187985,0.574902,0.197563,0.168405,0.268248,0.154761,0.24532,0.749596,0.194509
-6276.82,0.924404,0.318503,3,0,55.3621,21.0591,127.748,53.0588,33.0837,19.5165,46.4955,16.385,77.2356,164.149,62.4999,10.1207,0.364104,0.228524,0.192003,0.961781,0.234514,0.63448,0.20517,0.249552,0.475469,0.158644,0.283865,1.9217,0.18948
-6272,0.820482,0.318503,2,0,55.8384,21.1696,125.268,52.6154,33.9562,21.4257,45.5503,15.4898,76.3348,162.117,61.542,9.4055,0.333924,0.25982,0.189114,0.626111,0.22658,0.497679,0.211781,0.211273,0.413491,0.157922,0.260696,0.314469,0.197455
-6273.04,0.311079,0.318503,3,0,59.0147,22.4129,129.115,50.8505,34.1366,19.7726,44.4897,15.3476,60.9917,159.151,61.335,7.49131,0.372825,0.294752,0.199498,0.772077,0.199652,0.429546,0.196541,0.198872,0.299028,0.148081,0.255822,0.147662,0.19816
-6276.51,0.943806,0.318503,2,0,59.0103,14.0773,128.591,51.0361,35.1165,20.4953,46.4404,15.2639,65.9287,161.432,56.7708,6.52638,0.535174,0.312157,0.196935,0.643488,0.231653,0.565878,0.21724,0.247326,0.348968,0.158047,0.281071,0.110277,0.208872
-6275.29,0.802383,0.318503,3,0,60.398,24.9575,126.053,53.3794,34.3261,18.1679,44.3965,14.8805,67.0297,168.607,61.2819,7.504,0.361152,0.279461,0.171871,0.552281,0.201584,0.388667,0.191771,0.183626,0.363061,0.15933,0.259742,0.327037,0.194736
-6272.51,0.111173,0.318503,3,0,59.1698,23.1507,128.043,52.7401,34.8122,18.8414,45.6992,14.7317,69.5244,163.422,63.5713,9.42939,0.368218,0.264541,0.181304,1.1811,0.210594,0.393767,0.187724,0.217498,0.32188,0.156948,0.282459,0.235667,0.194122
-6277.36,1,0.318503,2,0,57.6444,25.1819,133.878,52.8332,35.0279,19.5148,45.6816,14.8693,65.1835,170.675,59.842,10.4537,0.433952,0.270522,0.190179,1.46714,0.198842,0.559466,0.194567,0.194326,0.289076,0.158468,0.364525,1.80028,0.194439
-6282.38,0.753987,0.318503,2,0,55.6425,20.1404,130.122,47.1656,36.5606,21.3358,48.2098,15.2305,70.6232,162.246,64.3112,8.84506,0.472275,0.20222,0.206881,1.29213,0.211957,0.893179,0.203644,0.230686,0.352702,0.15487,0.221719,1.5532,0.200762
-6281.2,0.900413,0.318503,2,0,58.9543,31.809,132.767,53.9841,38.0714,22.4357,45.5724,14.9952,70.2015,166.127,55.5852,12.3991,0.367504,0.233554,0.193455,1.05064,0.194449,0.504255,0.227402,0.244201,0.344684,0.160231,0.261014,1.11521,0.194557
